,state,county,votes,PST045214,PST040210,PST120214,POP010210,AGE135214,AGE295214,AGE775214,SEX255214,RHI125214,RHI225214,RHI325214,RHI425214,RHI525214,RHI625214,RHI725214,RHI825214,POP715213,POP645213,POP815213,EDU635213,EDU685213,VET605213,LFE305213,HSG010214,HSG445213,HSG096213,HSG495213,HSD410213,HSD310213,INC910213,INC110213,PVY020213,BZA010213,BZA110213,BZA115213,NES010213,SBO001207,SBO315207,SBO115207,SBO215207,SBO515207,SBO415207,SBO015207,MAN450207,WTN220207,RTN130207,RTN131207,AFN120207,BPS030214,LND110210,POP060210,score
340,Georgia,Gilmer,421,28829,28281,1.9,28292,5.3,20.5,22.0,50.1,96.3,0.9,0.6,0.4,0.5,1.2,10.9,86.8,82.8,6.1,9.0,76.5,16.4,2397,27.9,16653,73.4,3.6,142200,11513,2.44,21317,39140,21.7,522,5524,-0.8,2567,2593,0.0,0.0,0.0,0.0,0.0,24.7,354553,45815,370523,12965,36555,102,426.54,66.3,1967.0
341,Georgia,Glascock,19,3053,3082,-0.9,3082,4.8,24.0,17.4,51.1,87.9,9.9,0.4,0.4,0.0,1.4,1.5,86.5,92.1,1.0,1.3,78.3,9.6,181,28.3,1501,70.8,3.5,70000,1189,2.53,17984,37760,21.4,22,0,0.0,172,216,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4815,1739,0,0,143.74,21.4,1967.0
342,Georgia,Glynn,1277,82175,79626,3.2,79626,6.2,23.1,17.7,52.7,69.5,26.5,0.5,1.5,0.2,1.8,6.5,64.1,80.2,5.7,9.5,86.6,26.1,7954,19.1,41726,61.9,20.8,162900,31547,2.51,26724,46407,19.2,2427,29435,1.5,6218,0,0.0,0.0,0.0,0.0,0.0,0.0,0,270865,1351775,18083,398301,427,419.75,189.7,1967.0
343,Georgia,Gordon,553,56047,55186,1.6,55186,6.5,25.6,13.3,50.4,92.0,4.4,0.6,1.1,0.4,1.4,15.2,78.2,85.8,9.3,14.6,73.4,14.2,3094,23.0,22254,66.8,15.0,116100,19066,2.88,19177,40926,21.0,986,18965,6.2,3429,4842,0.0,0.0,2.6,0.0,0.0,20.4,2528116,0,659417,12680,62480,63,355.81,155.1,1967.0
344,Georgia,Grady,261,25359,25012,1.4,25011,6.8,25.7,16.0,51.3,67.4,29.1,1.3,0.6,0.2,1.4,10.9,58.7,89.7,5.6,8.6,72.7,11.3,1743,25.1,10684,58.5,5.0,110800,9290,2.69,15734,30571,30.1,402,3841,-0.4,1483,1843,0.0,0.0,0.0,0.0,0.0,27.3,183214,201332,168147,6750,13083,31,454.53,55.0,1967.0
345,Georgia,Greene,169,16490,15994,3.1,15994,5.4,19.1,26.2,51.2,61.0,36.6,0.5,0.5,0.2,1.2,6.3,56.0,92.0,3.9,4.4,78.7,21.4,1457,24.6,9006,75.6,6.9,145200,6353,2.5,27828,42565,22.3,420,4549,5.1,1439,1986,14.6,0.0,0.0,0.0,0.0,16.5,673247,31905,137147,8715,60642,203,387.44,41.3,1967.0
346,Georgia,Gwinnett,18883,877922,805324,9.0,805321,6.9,27.8,8.6,51.0,58.1,27.0,0.8,11.5,0.1,2.5,20.5,40.6,85.2,24.9,33.0,87.0,33.9,39586,31.6,298611,68.4,20.2,171300,266952,3.07,25932,60445,13.9,21547,305293,3.0,90033,93820,17.0,1.1,14.2,0.2,9.3,28.6,6480318,28829120,13857021,17939,1264671,3379,430.38,1871.2,1967.0
347,Georgia,Habersham,553,43752,43041,1.7,43041,5.9,23.2,17.4,52.6,90.7,4.0,1.0,2.5,0.3,1.4,13.6,78.7,91.1,8.6,13.8,77.9,17.1,3319,23.6,18111,76.3,7.5,137900,14805,2.74,18910,39306,20.8,802,11576,-2.2,2865,4315,0.0,0.0,0.0,0.0,0.0,24.0,968514,0,492128,11672,41762,35,276.74,155.5,1967.0
348,Georgia,Hall,2245,190761,179684,6.2,179684,6.9,26.5,13.6,50.1,87.3,8.1,0.9,2.0,0.2,1.5,27.5,61.9,86.1,15.4,26.2,78.8,22.8,10555,25.8,69492,67.8,13.9,165300,61220,2.93,23645,50853,18.7,3953,64743,4.2,13987,17307,0.0,0.6,4.4,0.0,6.9,25.1,6068981,4914547,2220699,12417,224064,722,392.78,457.5,1967.0
349,Georgia,Hancock,145,8509,9402,-9.5,9429,4.5,16.3,20.0,46.0,25.4,72.6,0.4,0.7,0.0,0.8,1.7,24.3,91.1,1.9,2.4,75.8,9.9,564,25.5,5279,77.7,5.1,67800,2742,2.78,12381,25000,30.6,73,601,-5.4,500,715,55.5,0.0,0.0,0.0,0.0,31.7,0,0,21008,2183,1031,15,471.84,20.0,1967.0
350,Georgia,Haralson,311,28641,28780,-0.5,28780,5.9,24.4,16.0,51.6,92.3,5.1,0.4,0.7,0.0,1.6,1.4,91.1,84.0,1.4,1.7,74.2,14.1,1916,30.0,12241,70.3,9.9,106800,10806,2.6,19789,39993,22.8,441,5221,5.8,2025,2349,0.0,0.0,0.0,0.0,0.0,22.0,952054,53193,313130,10907,14624,23,282.17,102.0,1967.0
351,Georgia,Harris,448,32876,32026,2.7,32024,4.7,22.0,16.7,50.2,79.9,17.1,0.4,0.9,0.1,1.6,3.3,77.2,89.6,2.6,4.5,89.2,27.3,3578,26.6,13690,86.7,2.8,203800,11426,2.79,31482,69223,8.0,377,3921,18.2,2338,2514,0.0,0.0,0.0,0.0,0.0,21.1,0,0,66126,2271,43474,113,463.87,69.0,1967.0
352,Georgia,Hart,276,25377,25213,0.7,25213,5.5,21.4,20.6,50.4,78.4,18.8,0.2,1.0,0.0,1.5,3.6,75.4,87.0,2.1,2.8,80.3,15.5,2148,22.9,12943,73.7,4.6,118400,10009,2.45,20371,35615,25.4,393,5319,-1.5,1798,1725,0.0,0.0,0.0,0.0,0.0,22.7,244785,58960,170726,7077,16806,35,232.39,108.5,1967.0
353,Georgia,Heard,111,11603,11834,-2.0,11834,5.7,23.6,15.7,50.1,86.4,10.7,0.4,0.6,0.0,1.8,2.5,84.4,84.2,0.2,0.4,72.7,8.2,863,38.6,5103,76.0,5.3,93200,4321,2.68,18964,39909,24.3,118,1181,0.0,705,1038,0.0,0.0,0.0,0.0,0.0,23.4,0,0,24751,2167,1886,15,296.03,40.0,1967.0
354,Georgia,Henry,4406,213869,203879,4.9,203922,5.9,27.1,10.4,52.2,53.4,40.6,0.3,3.4,0.1,2.2,6.4,48.6,85.7,7.4,10.2,89.5,26.1,17462,33.3,77530,75.0,11.2,147500,69238,2.97,25299,60781,11.2,3354,46159,7.1,17787,18508,28.9,0.0,5.4,0.0,2.7,33.6,1695755,3076624,1907354,10315,243225,1047,322.13,633.0,1967.0
355,Georgia,Houston,1946,149111,139910,6.6,139900,6.9,25.7,11.7,51.3,63.6,30.3,0.4,2.8,0.2,2.7,6.6,58.3,83.3,5.8,8.5,88.8,24.0,18505,20.5,60555,67.1,17.3,132900,52330,2.7,25195,54893,15.2,2318,36198,6.7,8976,8657,17.1,0.0,6.2,0.0,2.8,29.1,1422893,0,1524261,11610,206115,602,375.54,372.5,1967.0
356,Georgia,Irwin,74,9104,9538,-4.6,9538,5.7,22.3,18.2,49.2,71.3,26.7,0.1,0.8,0.0,1.1,3.6,68.4,89.8,0.7,1.4,81.1,10.3,923,22.5,4022,72.4,6.2,83400,3277,2.69,18207,40771,21.2,125,1727,0.2,561,742,10.9,0.0,0.0,0.0,0.0,0.0,0,94087,27252,2734,2608,10,354.34,26.9,1967.0
357,Georgia,Jackson,729,61870,60485,2.3,60485,6.6,25.7,13.5,50.4,88.8,7.2,0.4,1.9,0.1,1.6,6.7,82.7,88.8,4.4,8.5,81.1,19.5,3962,29.7,23752,77.1,5.9,161300,21293,2.81,23247,53179,15.9,1162,16656,5.3,4692,6073,0.0,0.0,1.5,0.0,3.9,21.1,1801528,568845,559370,9365,33343,455,339.66,178.1,1967.0
358,Georgia,Jasper,133,13432,13900,-3.4,13900,6.0,24.0,15.5,51.3,76.0,21.5,0.6,0.3,0.0,1.7,4.2,72.5,84.3,3.1,5.4,83.6,13.3,872,36.2,6230,76.1,2.1,120200,5132,2.66,21297,42192,21.7,147,1383,-1.2,1055,1517,0.0,0.0,0.0,0.0,0.0,27.7,187450,0,33351,2442,3412,53,368.17,37.8,1967.0
359,Georgia,Jeff Davis,106,14859,15068,-1.4,15068,7.4,27.5,14.2,50.5,82.0,15.6,0.8,0.6,0.0,1.0,11.3,72.0,87.8,4.7,9.3,79.6,9.6,773,22.0,6412,71.3,6.1,79900,5509,2.71,17684,36296,24.5,239,3344,5.9,852,1009,0.0,0.0,0.0,0.0,0.0,0.0,242915,35858,204381,15440,9883,1,330.74,45.6,1967.0
360,Georgia,Jefferson,189,16272,16930,-3.9,16930,6.3,24.1,17.0,51.4,44.5,53.6,0.2,0.7,0.1,0.9,3.3,41.9,85.0,1.2,2.2,73.8,8.8,1109,23.1,7246,65.5,9.6,67200,6220,2.58,14757,26968,31.5,300,3935,-1.8,1139,1266,31.8,0.0,0.0,0.0,0.0,27.6,303595,127174,129391,7897,11202,5,526.49,32.2,1967.0
361,Georgia,Jenkins,64,9125,8340,9.4,8340,5.7,22.6,15.3,46.8,54.6,43.2,0.4,0.5,0.2,1.0,5.1,51.2,85.3,2.6,4.1,72.6,13.1,605,26.4,4175,69.6,1.9,63400,3354,2.54,17565,26104,29.4,97,946,-1.1,545,716,0.0,0.0,0.0,0.0,0.0,0.0,116890,0,53910,6311,3823,10,347.28,24.0,1967.0
362,Georgia,Johnson,64,9701,9984,-2.8,9980,4.5,19.6,15.5,43.5,63.5,35.0,0.3,0.3,0.0,0.9,2.2,61.8,83.7,1.7,1.9,75.8,11.5,729,28.9,4066,78.9,5.1,65000,3250,2.71,16807,36722,22.8,120,994,-9.6,599,516,0.0,0.0,0.0,0.0,0.0,21.1,0,0,25209,2678,1384,0,303.01,32.9,1967.0
363,Georgia,Jones,371,28787,28669,0.4,28669,5.2,24.5,15.4,51.6,73.0,24.9,0.3,0.8,0.0,1.1,1.5,71.9,87.8,2.0,2.4,88.7,17.8,1774,26.5,11576,79.1,4.9,138900,10384,2.73,24485,51497,16.6,315,2523,5.4,1890,2169,0.0,0.0,0.0,0.0,0.0,29.9,0,42353,70608,2588,13415,28,393.93,72.8,1967.0
364,Georgia,Lamar,208,18207,18317,-0.6,18317,5.5,20.7,16.0,52.3,65.7,31.7,0.3,0.5,0.0,1.7,2.2,64.1,83.1,1.7,2.6,81.9,14.2,1568,30.1,7504,70.1,10.8,122600,6393,2.65,18800,41016,18.9,234,2811,7.8,1145,1544,0.0,0.0,0.0,0.0,0.0,27.8,0,0,113965,6732,12041,18,183.5,99.8,1967.0
365,Georgia,Lanier,69,10373,10074,3.0,10078,7.8,25.6,12.1,49.6,72.1,22.7,1.1,1.4,0.0,2.7,5.5,68.0,78.0,2.5,5.5,76.4,12.0,784,23.0,4295,60.9,4.9,111800,3725,2.66,17264,39452,26.7,92,757,-6.5,516,731,0.0,0.0,0.0,0.0,0.0,26.7,0,0,0,0,0,15,185.26,54.4,1967.0
366,Georgia,Laurens,453,47851,48434,-1.2,48434,6.7,24.8,16.2,52.4,61.3,36.2,0.3,1.1,0.0,1.2,2.5,59.3,87.7,2.2,3.3,79.8,15.0,3407,23.5,21283,65.7,10.3,85200,17632,2.67,18625,34793,24.7,1037,14748,0.2,3871,4485,0.0,0.0,0.0,0.0,0.0,27.9,0,252146,613069,12912,66796,9,807.3,60.0,1967.0
367,Georgia,Lee,335,29191,28298,3.2,28298,6.4,26.8,10.7,49.8,75.1,20.7,0.4,2.4,0.1,1.4,2.6,72.9,86.1,3.5,5.4,83.9,20.5,2267,21.2,10698,76.2,10.4,159000,9773,2.79,26357,60104,11.2,369,3810,20.2,1950,2208,0.0,0.0,0.0,0.0,0.0,30.3,0,118292,123990,3754,6881,175,355.78,79.5,1967.0
368,Georgia,Liberty,678,65198,63469,2.7,63453,11.1,28.7,7.5,48.8,51.1,40.8,0.8,2.4,0.6,4.3,12.1,42.2,72.9,6.5,10.9,90.9,20.2,10207,20.1,27198,51.1,22.3,126900,23046,2.73,20791,43832,18.7,812,12380,1.7,2805,3667,36.7,0.0,0.0,0.0,3.0,34.7,0,0,539287,8908,62915,242,489.8,129.5,1967.0
369,Georgia,Lincoln,93,7622,7996,-4.7,7996,4.6,19.1,20.7,50.7,66.6,31.6,0.4,0.5,0.0,0.9,1.3,65.6,92.6,1.1,1.6,82.1,11.4,732,32.6,4779,78.7,2.5,103700,3394,2.3,20641,35625,26.5,135,935,-0.6,502,707,0.0,0.0,0.0,0.0,0.0,34.5,0,9380,39568,4927,5229,17,210.38,38.0,1967.0
370,Georgia,Long,111,17113,14448,18.4,14464,8.2,28.8,7.7,49.7,68.3,25.6,0.8,1.2,0.5,3.6,11.8,59.1,81.9,4.9,8.2,85.0,14.0,1658,25.1,6205,62.2,4.2,111900,4841,3.11,17158,42651,19.2,71,252,0.0,532,321,0.0,0.0,0.0,0.0,0.0,0.0,0,0,17394,1548,1830,0,400.29,36.1,1967.0
371,Georgia,Lowndes,1791,113523,109233,3.9,109233,7.1,24.8,11.0,51.1,59.0,36.6,0.5,1.7,0.2,2.1,5.5,54.9,78.1,3.8,5.7,84.0,23.1,9100,18.0,45665,53.9,21.1,133700,39722,2.7,18897,37365,24.3,2640,38679,0.3,6635,8867,12.9,0.9,3.7,0.0,3.0,30.0,2237776,756457,1804839,17744,209463,379,496.07,220.2,1967.0
372,Georgia,Lumpkin,532,31176,29966,4.0,29966,5.0,18.9,15.7,50.2,94.7,1.9,0.7,0.7,0.1,1.8,4.9,90.5,80.3,3.3,4.5,85.0,25.4,2423,30.0,13073,68.2,8.9,165900,10999,2.62,20908,43775,18.1,506,4388,5.1,2309,3187,0.0,0.0,0.0,0.0,0.0,0.0,207779,37439,206576,7764,33394,91,282.93,105.9,1967.0
373,Georgia,Macon,105,13792,14740,-6.4,14740,4.9,19.9,14.9,45.9,37.2,59.8,0.4,1.6,0.2,0.8,4.1,34.0,88.9,3.6,6.6,70.5,10.1,895,24.5,6052,66.5,9.2,65500,4887,2.64,13865,30240,29.4,179,2194,2.5,793,1101,0.0,0.0,0.0,0.0,0.0,32.3,397403,39536,47915,3588,5623,3,400.64,36.8,1967.0
374,Georgia,Madison,505,28312,28120,0.7,28120,5.4,23.1,15.6,50.7,87.7,9.4,0.4,1.2,0.0,1.3,4.7,83.6,92.5,3.1,4.9,78.7,14.9,1787,25.3,11732,73.3,3.2,127800,9732,2.86,19939,42549,17.9,355,2078,2.2,2080,2352,0.0,0.0,0.0,0.0,0.0,0.0,0,57790,119211,4291,7222,66,282.31,99.6,1967.0
375,Georgia,Marion,120,8797,8742,0.6,8742,6.1,21.8,17.0,50.1,64.0,30.8,0.9,1.0,1.8,1.6,7.6,59.3,85.8,5.8,9.0,75.1,10.6,970,30.9,4109,71.8,9.7,87000,3000,2.87,17479,33301,20.5,81,1357,2.6,436,197,0.0,0.0,0.0,0.0,0.0,38.6,0,0,71742,10179,1021,10,366.0,23.9,1967.0
376,Georgia,McDuffie,223,21370,21875,-2.3,21875,6.2,25.2,15.9,53.1,56.8,40.7,0.4,0.5,0.1,1.5,2.8,54.7,90.3,1.2,2.7,74.6,13.7,1112,26.4,9248,66.0,9.0,106100,8143,2.62,17922,37487,22.2,433,5938,1.1,1412,1609,0.0,0.0,3.2,0.0,0.0,17.1,0,0,350350,16276,23602,19,257.46,85.0,1967.0
377,Georgia,McIntosh,149,14214,14332,-0.8,14333,5.4,19.0,21.7,50.8,62.8,34.9,0.5,0.4,0.1,1.2,2.0,61.4,91.4,1.7,2.7,80.5,15.8,1468,26.3,9299,81.5,5.8,103700,4993,2.81,21484,39068,14.9,184,1199,-7.4,884,1217,0.0,0.0,0.0,0.0,0.0,21.2,0,0,113983,9952,19840,24,424.3,33.8,1967.0
378,Georgia,Meriwether,237,21198,21992,-3.6,21992,5.4,22.4,18.6,52.0,58.2,39.4,0.4,0.7,0.0,1.2,2.2,56.5,84.3,0.7,1.7,73.0,8.9,1383,30.2,9911,69.9,4.6,91200,8135,2.62,18821,37333,21.1,302,3248,-2.9,1494,2142,22.9,0.0,0.0,0.0,0.0,28.6,233413,0,100756,4421,14833,24,501.22,43.9,1967.0
379,Georgia,Miller,37,5958,6129,-2.8,6125,6.2,23.4,19.6,51.6,69.4,28.1,0.5,0.7,0.1,1.2,2.0,68.2,90.4,0.7,1.1,79.9,11.9,354,22.3,2752,74.5,5.8,83200,2458,2.39,19674,32260,23.0,132,1066,-0.8,380,467,0.0,0.0,0.0,0.0,0.0,37.5,0,14952,53450,8671,2935,0,282.42,21.7,1967.0
380,Georgia,Mitchell,203,22771,23498,-3.1,23498,6.0,23.7,14.9,47.7,49.8,48.0,0.5,0.7,0.1,0.9,4.3,46.3,89.5,2.3,3.7,72.3,9.6,1508,21.2,8938,65.3,10.9,77900,8131,2.61,15694,32054,26.2,365,5868,-9.0,1312,0,0.0,0.0,0.0,0.0,0.0,0.0,0,169162,150978,6268,15388,10,512.09,45.9,1967.0
381,Georgia,Monroe,300,27051,26461,2.2,26424,5.1,20.9,16.8,49.6,73.9,23.7,0.3,1.0,0.0,1.1,2.3,72.0,88.6,1.7,2.7,79.5,18.7,2069,27.2,10954,76.3,9.5,148300,9550,2.66,22888,48630,12.9,507,6593,2.5,1875,2943,15.2,0.0,0.0,0.0,0.0,26.8,118057,0,114402,4563,23756,77,395.66,66.8,1967.0
382,Georgia,Montgomery,72,8991,9123,-1.4,9123,5.7,22.2,15.5,48.3,71.4,26.8,0.1,0.4,0.0,1.2,6.0,66.5,92.1,3.8,5.2,82.3,15.5,562,21.4,3886,69.4,5.1,74300,3185,2.6,16460,32702,24.5,111,924,-6.1,544,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,24737,2753,2877,11,239.52,38.1,1967.0
383,Georgia,Morgan,259,17956,17868,0.5,17868,5.2,23.0,18.2,51.5,74.0,23.2,0.7,0.8,0.0,1.3,3.0,71.7,92.7,1.8,2.1,81.7,22.7,1357,27.2,7497,77.1,5.0,175700,6513,2.71,25933,47729,15.4,445,5451,-0.2,1820,2113,0.0,0.0,0.0,0.0,0.0,31.7,239487,54916,276447,15202,40310,52,347.35,51.4,1967.0
384,Georgia,Murray,407,39410,39628,-0.6,39628,6.4,25.3,13.3,50.3,95.8,1.4,0.9,0.5,0.2,1.2,14.0,83.3,87.2,8.1,13.1,69.3,9.6,2122,24.8,15777,68.9,6.9,94100,14092,2.79,16449,34888,22.4,395,6831,1.8,1756,2625,0.0,0.0,0.0,0.0,0.0,0.0,1605675,89355,218860,5374,24649,22,344.47,115.0,1967.0
385,Georgia,Muscogee,3319,200887,190545,5.4,189885,7.6,24.3,12.0,50.8,47.9,46.1,0.5,2.5,0.2,2.8,7.5,42.4,74.6,5.4,9.1,85.4,22.6,20679,19.0,83846,52.6,29.8,133300,72243,2.53,22856,41339,19.6,4256,75855,-0.3,13691,15413,37.4,0.0,0.0,0.0,2.5,35.8,2111391,1173616,2889210,15482,428162,585,216.39,877.5,1967.0
386,Georgia,Newton,2001,103675,99958,3.7,99958,6.7,27.1,11.9,52.3,53.6,43.0,0.4,1.1,0.1,1.9,4.9,50.0,82.5,5.7,6.2,84.5,19.4,7341,31.4,38351,73.5,8.1,125600,33840,2.93,21484,50580,15.2,1306,17729,0.8,8657,9515,33.4,0.0,0.0,0.0,0.0,33.4,2205094,226621,679365,7096,93483,181,272.16,367.3,1967.0
387,Georgia,Oconee,1098,35093,32815,6.9,32808,5.3,26.8,13.5,51.1,89.0,5.4,0.3,3.9,0.0,1.3,4.6,84.9,91.7,5.0,7.4,91.3,43.1,2131,23.7,13147,78.9,6.6,238200,11485,2.88,33801,75004,9.3,1000,9398,6.4,3547,4300,0.0,0.0,1.2,0.0,1.4,21.4,0,72919,326375,10357,38870,299,184.29,178.0,1967.0
388,Georgia,Oglethorpe,358,14673,14899,-1.5,14899,5.3,21.6,18.0,50.7,79.5,17.7,0.3,0.7,0.0,1.8,3.9,76.1,89.7,1.6,3.0,79.0,18.0,1117,27.9,6487,77.0,4.8,120800,5201,2.8,20493,45729,16.4,168,1046,4.9,980,1296,0.0,0.0,0.0,0.0,0.0,21.3,0,8455,69636,4988,1816,27,439.01,33.9,1967.0
389,Georgia,Paulding,2111,148987,142324,4.7,142324,6.5,27.8,9.5,51.2,78.4,18.0,0.4,1.1,0.1,2.1,5.7,73.8,87.0,4.1,6.4,88.5,23.4,10479,37.7,53105,82.1,5.8,135500,47881,2.99,24168,61837,11.4,1716,15576,1.9,10643,11811,14.6,0.0,0.0,0.0,0.0,30.6,255438,176471,973010,7607,108987,930,312.22,455.8,1967.0
390,Georgia,Peach,316,26922,27696,-2.8,27695,6.0,22.3,13.3,51.7,51.5,45.1,0.5,1.0,0.1,1.8,7.3,45.3,85.4,5.9,9.5,82.7,19.2,2354,22.7,11273,66.6,15.6,120000,9525,2.62,19431,39844,24.6,456,5767,-4.6,1823,1757,0.0,0.0,0.0,0.0,3.6,0.0,1057803,0,317396,12122,28726,161,150.27,184.3,1967.0
391,Georgia,Pickens,370,29997,29422,2.0,29431,4.9,20.9,20.3,50.7,95.8,1.7,0.5,0.8,0.0,1.3,3.1,93.1,89.3,2.8,3.9,80.8,22.5,2768,28.5,13688,78.9,7.0,166300,11083,2.63,26686,51383,11.9,643,5890,-0.4,2864,4125,0.0,0.0,0.0,0.0,0.0,26.4,104755,112023,320506,10541,27773,53,232.06,126.8,1967.0
392,Georgia,Pierce,104,18991,18758,1.2,18758,6.6,25.4,15.6,50.4,87.8,9.3,0.8,0.6,0.1,1.3,5.1,83.5,86.8,2.3,4.9,77.6,11.8,1398,26.6,7961,73.3,5.9,79600,6970,2.67,20001,39067,20.5,322,2930,-4.5,1152,1064,0.0,0.0,0.0,0.0,0.0,25.6,0,0,99714,5586,8687,38,316.49,59.3,1967.0
393,Georgia,Pike,187,17784,17869,-0.5,17869,5.0,24.9,14.6,50.5,87.3,10.5,0.3,0.5,0.0,1.5,1.6,86.0,87.4,1.1,1.8,85.1,17.0,1400,33.2,6819,84.2,4.8,152800,6140,2.86,22191,53865,11.2,240,1463,7.0,1352,1762,0.0,0.0,0.0,0.0,0.0,19.8,0,16741,33873,1970,2432,26,216.09,82.7,1967.0
394,Georgia,Polk,403,41133,41475,-0.8,41475,6.8,26.0,14.9,50.9,83.6,13.0,0.7,0.8,0.2,1.6,13.0,72.1,85.5,8.1,13.1,72.7,13.1,2804,26.6,16940,70.8,10.5,107900,14645,2.78,18336,39208,23.4,584,9161,-1.3,2581,2391,0.0,0.0,0.0,0.0,0.0,35.8,698637,0,314659,7592,35178,10,310.33,133.6,1967.0
395,Georgia,Pulaski,60,11483,11999,-4.3,12010,4.5,19.7,18.9,56.8,65.6,31.7,0.4,1.1,0.1,1.1,3.5,62.7,90.9,2.2,5.9,77.5,9.6,932,24.0,5136,68.0,5.7,87300,4034,2.54,17781,41550,15.7,173,1895,-0.5,671,685,0.0,0.0,0.0,0.0,0.0,0.0,0,21369,84491,8619,13668,17,249.03,48.2,1967.0
396,Georgia,Putnam,206,21192,21218,-0.1,21218,5.9,21.3,21.5,51.5,70.4,27.3,0.4,0.6,0.3,0.9,6.6,65.0,89.6,4.7,8.0,84.5,18.7,2025,28.2,12735,77.1,5.1,140600,8457,2.49,26321,44764,14.0,396,4444,1.8,1733,2259,0.0,0.0,0.0,0.0,1.1,0.0,316112,75508,204112,10073,19813,35,344.64,61.6,1967.0
397,Georgia,Quitman,15,2315,2513,-7.9,2513,4.5,17.6,27.7,50.6,51.3,47.5,0.3,0.2,0.0,0.7,1.4,50.4,84.5,0.3,1.7,72.3,3.2,223,22.0,2008,77.3,1.7,62300,932,2.57,14201,31068,26.4,38,231,-8.7,136,213,0.0,0.0,0.0,0.0,0.0,29.6,0,0,2769,1045,0,5,151.24,16.6,1967.0
398,Georgia,Rabun,326,16243,16276,-0.2,16276,4.2,18.3,25.5,50.6,95.2,1.6,0.5,0.9,0.1,1.7,8.4,87.7,92.9,6.8,9.5,85.2,26.6,1503,21.9,12460,73.2,8.0,168300,6997,2.28,22260,35423,21.5,454,3987,0.6,1707,2338,0.0,0.0,0.0,0.0,0.0,31.2,138701,0,234433,14153,41073,47,369.99,44.0,1967.0
399,Georgia,Randolph,71,7313,7719,-5.3,7719,5.7,20.6,20.9,53.4,37.7,60.9,0.1,0.5,0.1,0.7,2.1,36.3,88.2,3.0,2.9,72.3,17.4,576,19.4,4100,71.2,3.4,70300,3020,2.38,18094,30023,25.4,132,1384,-4.4,423,481,0.0,0.0,0.0,0.0,0.0,0.0,0,41661,44341,6087,3852,0,428.24,18.0,1967.0
400,Georgia,Richmond,3578,201368,200549,0.4,200549,7.2,23.7,12.6,51.6,39.5,55.5,0.4,1.8,0.3,2.6,4.6,36.4,80.7,3.3,5.9,83.7,20.5,20693,20.0,87076,54.5,25.6,100900,72281,2.66,20526,37749,25.1,4313,85077,-0.1,12458,14147,38.1,0.3,2.8,0.0,2.4,36.1,5256290,916435,2505076,12695,395411,730,324.33,618.4,1967.0
401,Georgia,Rockdale,2212,87754,85215,3.0,85215,6.0,25.6,12.8,52.7,44.4,51.0,0.5,1.9,0.1,2.1,10.0,36.4,81.4,10.5,11.3,86.2,26.0,6602,32.3,33286,69.0,19.0,149900,29317,2.89,23461,52579,14.7,1927,28615,2.8,7816,8647,34.8,0.0,0.0,0.0,2.9,29.1,1778787,515574,1450095,17720,196568,133,129.79,656.5,1967.0
402,Georgia,Schley,25,5163,5010,3.1,5010,5.1,27.7,14.7,52.6,76.9,21.5,0.1,0.8,0.0,0.9,4.4,73.0,88.8,2.2,7.7,73.0,14.2,267,27.6,2159,64.4,7.1,93000,1829,2.73,19037,38425,22.3,58,763,-1.5,296,0,0.0,0.0,0.0,0.0,0.0,0.0,215937,0,18573,4503,879,0,166.91,30.0,1967.0
403,Georgia,Screven,166,14085,14593,-3.5,14593,6.6,22.7,16.8,51.2,56.2,41.7,0.4,0.5,0.0,1.3,1.7,55.1,88.2,0.4,1.8,78.9,13.0,946,28.7,6650,70.8,5.9,77000,5165,2.72,18640,34848,27.0,213,2384,-5.8,906,1171,0.0,0.0,0.0,0.0,0.0,0.0,183823,17545,93578,6219,8297,10,645.1,22.6,1967.0
404,Georgia,Seminole,81,8686,8729,-0.5,8729,5.6,21.8,21.8,52.0,64.6,33.0,0.2,0.8,0.0,1.3,2.9,62.3,95.2,1.4,1.6,81.2,12.2,644,22.6,4785,77.0,3.2,71200,3317,2.63,17641,30521,26.0,187,1559,7.1,623,760,23.7,0.0,0.0,0.0,0.0,0.0,0,48751,76470,8485,5449,4,235.23,37.1,1967.0
405,Georgia,Spalding,820,63988,64073,-0.1,64073,6.6,24.5,16.1,51.7,63.7,33.2,0.4,0.9,0.1,1.7,4.5,60.0,83.4,2.7,4.9,76.6,14.8,5072,27.8,26983,63.1,15.7,113900,22997,2.74,19783,41534,21.5,1117,16590,-5.0,4635,5329,0.0,0.0,2.5,0.0,0.0,36.9,2285175,604327,661569,10492,77353,141,196.47,326.1,1967.0
406,Georgia,Stephens,284,25480,26175,-2.7,26175,5.8,22.4,18.3,51.8,85.1,11.3,0.4,0.9,0.1,2.2,3.0,82.7,89.9,2.0,2.9,80.4,14.2,1844,22.1,12506,74.7,8.8,106600,9227,2.7,18557,37898,19.8,544,7966,2.4,1620,1962,0.0,0.0,0.0,0.0,0.0,21.7,535710,0,274713,10895,26220,25,179.13,146.1,1967.0
