,state,county,votes,PST045214,PST040210,PST120214,POP010210,AGE135214,AGE295214,AGE775214,SEX255214,RHI125214,RHI225214,RHI325214,RHI425214,RHI525214,RHI625214,RHI725214,RHI825214,POP715213,POP645213,POP815213,EDU635213,EDU685213,VET605213,LFE305213,HSG010214,HSG445213,HSG096213,HSG495213,HSD410213,HSD310213,INC910213,INC110213,PVY020213,BZA010213,BZA110213,BZA115213,NES010213,SBO001207,SBO315207,SBO115207,SBO215207,SBO515207,SBO415207,SBO015207,MAN450207,WTN220207,RTN130207,RTN131207,AFN120207,BPS030214,LND110210,POP060210,score
67,Arizona,Coconino,6941,137682,134437,2.4,134421,6.1,21.8,11.1,50.6,66.4,1.6,27.3,1.8,0.2,2.8,13.9,54.9,79.8,5.3,23.5,87.6,31.1,8084,18.7,64217,59.5,19.1,220400,46198,2.74,23382,49555,23.0,3518,44834,0.9,8342,11407,0.0,7.6,2.1,0.0,5.6,31.1,1526810,475616,1691664,13273,717689,560,18618.89,7.2,1592.75
68,Arizona,Gila,1305,53119,53597,-0.9,53597,5.7,20.4,26.6,50.4,80.2,0.9,16.5,0.8,0.1,1.6,18.8,63.2,88.3,3.4,14.4,84.3,16.1,6166,20.8,33099,75.8,5.2,134000,20601,2.54,20792,39954,21.6,1013,10780,-5.5,3387,5250,0.0,4.3,0.0,0.0,0.0,28.7,0,0,550763,10545,106693,101,4757.93,11.3,1592.75
69,Arizona,Graham,851,37957,37220,2.0,37220,7.7,28.3,12.3,46.5,81.1,2.1,14.0,0.7,0.2,1.8,32.1,51.4,83.7,5.0,20.1,84.4,12.3,2695,22.2,13238,74.3,9.8,122200,11031,3.01,17168,44943,22.3,487,6499,2.4,1314,1603,0.0,0.0,0.0,0.0,0.0,0.0,0,67967,389416,11211,34671,87,4622.6,8.1,1592.75
70,Arizona,Greenlee,325,9346,8437,10.8,8437,6.8,28.1,11.6,47.7,91.5,1.8,3.3,0.8,0.2,2.3,46.6,47.8,83.7,4.7,24.3,84.3,11.1,820,17.5,4416,46.1,6.6,81000,3386,2.54,20516,47992,16.0,90,4834,5.8,220,538,0.0,0.0,0.0,0.0,0.0,0.0,0,0,35595,4587,4888,1,1843.13,4.6,1592.75
71,Arizona,La Paz,259,20231,20489,-1.3,20489,4.6,17.4,36.1,48.9,77.1,1.2,17.8,0.9,0.1,2.9,25.7,59.3,88.7,13.5,18.8,75.3,9.3,3044,12.4,16209,74.0,4.1,88800,10221,1.97,22200,35776,19.4,345,3739,-2.7,793,1241,0.0,2.7,0.0,0.0,0.0,32.0,0,65901,394370,19588,37986,26,4499.63,4.6,1592.75
72,Arizona,Maricopa,86942,4087191,3817357,7.1,3817117,6.7,25.1,13.8,50.6,84.4,5.7,2.8,4.1,0.3,2.8,30.3,57.0,80.0,14.9,26.3,86.4,29.8,271518,25.4,1680068,62.5,25.1,176500,1411727,2.72,27256,53596,16.7,86045,1491582,2.3,275014,311765,2.4,1.2,3.9,0.0,9.2,27.3,40182099,49760315,58688328,15153,8408940,18597,9200.14,414.9,1592.75
73,Arizona,Mohave,2847,203361,200186,1.6,200186,4.6,18.7,26.9,49.7,92.0,1.3,2.9,1.2,0.2,2.3,15.8,78.0,79.0,6.9,10.9,83.8,11.9,26193,18.9,112313,69.4,10.2,133900,80230,2.43,20833,39200,19.4,3603,39476,0.1,10217,14568,1.1,2.6,1.6,0.0,4.6,25.9,1349965,423845,2837691,14489,274299,535,13311.08,15.0,1592.75
74,Arizona,Navajo,2621,108101,107494,0.6,107449,7.3,28.0,15.8,49.8,51.0,1.3,44.9,0.7,0.1,2.0,11.1,42.2,86.6,2.6,36.8,80.6,14.9,7144,22.3,57408,72.0,7.7,112200,34343,3.05,16626,36927,30.3,1692,16802,-0.8,5261,6709,0.0,11.8,0.0,0.0,0.0,24.7,0,209493,1237467,11148,191458,191,9950.42,10.8,1592.75
75,Arizona,Pima,40228,1004516,980263,2.5,980263,5.9,21.9,17.7,50.8,85.5,4.1,4.3,3.1,0.2,2.8,36.1,53.3,79.6,12.8,28.5,87.2,29.8,92409,24.0,448843,62.7,22.7,167500,384041,2.5,25269,45841,19.2,19962,305393,0.1,60686,75853,1.3,1.4,3.4,0.0,14.1,30.1,10365206,3056767,11928538,11969,2135243,3250,9187.04,106.7,1592.75
76,Arizona,Pinal,5414,401918,375770,7.0,375770,6.0,24.4,18.0,47.8,83.2,4.9,6.8,1.9,0.4,2.8,29.2,57.9,79.8,10.1,21.9,84.7,18.0,35852,31.1,165710,74.4,5.9,120200,123733,2.87,20910,50027,15.6,3311,46431,3.4,15902,15591,3.1,1.9,0.0,0.0,12.7,27.0,2149874,450438,2033110,6718,341933,1744,5365.61,70.0,1592.75
77,Arizona,Santa Cruz,1205,46695,47420,-1.5,47420,7.3,28.3,15.8,52.0,96.2,0.9,1.3,0.7,0.1,0.8,82.8,15.6,86.9,33.5,76.9,72.5,19.8,2223,19.8,18101,66.3,17.6,140000,15078,3.11,17664,37745,26.3,1145,10954,-0.1,4032,4599,0.6,0.0,1.6,0.0,47.1,25.0,0,0,681267,15958,67226,44,1236.92,38.3,1592.75
78,Arizona,Yavapai,7108,218844,211015,3.7,211033,4.1,17.4,28.1,51.1,93.6,0.9,2.1,1.0,0.1,2.2,14.2,80.9,80.7,6.8,10.4,90.2,24.2,27950,22.2,112523,70.0,10.7,184100,91349,2.28,25186,42987,15.8,5548,53338,1.0,17762,23563,0.0,0.8,1.0,0.0,6.9,25.4,763989,831416,2695406,12714,456458,968,8123.5,26.0,1592.75
79,Arizona,Yuma,2156,203247,195750,3.8,195751,7.5,26.2,17.4,48.8,91.3,2.7,2.2,1.5,0.3,2.0,61.7,32.9,82.7,25.3,51.2,71.9,14.3,15380,18.8,89918,69.6,12.3,118000,70122,2.73,18840,41595,20.2,2851,39710,-0.6,8290,10158,0.0,2.4,2.1,0.0,33.9,29.8,891604,0,2004643,10596,271852,594,5513.99,35.5,1592.75
80,Arkansas,Arkansas,132,18594,19018,-2.2,19019,6.8,23.0,17.5,51.6,72.6,24.5,0.4,1.0,0.0,1.5,3.0,70.2,81.6,2.2,2.8,84.1,12.4,1389,15.5,9441,67.5,9.3,75500,7883,2.36,23045,39633,15.8,527,8181,-0.9,1285,1791,0.0,0.0,0.0,0.0,0.0,29.4,1702196,134593,286337,14825,15452,18,988.77,19.2,3041.25
81,Arkansas,Ashley,980,20948,21853,-4.1,21853,6.5,23.6,18.4,51.8,71.9,25.6,0.8,0.3,0.1,1.4,5.2,67.7,87.4,2.1,4.7,84.2,12.2,1370,18.5,10106,75.6,6.9,62500,8656,2.47,19761,35683,18.9,414,6845,-0.9,1078,1486,0.0,0.0,0.0,0.0,0.0,19.4,0,107302,170779,7673,15276,0,925.35,23.6,3041.25
82,Arkansas,Baxter,807,40857,41513,-1.6,41513,4.4,17.8,30.0,51.8,96.8,0.4,0.7,0.6,0.0,1.5,2.0,95.2,84.9,1.9,2.5,87.6,16.5,5725,17.1,22633,76.5,9.4,120000,18155,2.24,21334,35343,15.5,1039,12604,-0.8,3042,4635,0.0,0.0,0.6,0.0,0.0,22.8,550061,0,486791,11633,60260,8,554.28,74.9,3041.25
83,Arkansas,Benton,4696,242321,221344,9.5,221339,7.2,27.0,13.0,50.5,90.0,1.9,1.9,3.4,0.4,2.3,16.2,74.9,82.4,10.9,15.5,85.8,28.7,16452,20.1,97542,68.6,15.5,147500,82150,2.74,26715,54515,12.2,5454,98642,0.5,15567,18799,0.9,1.3,2.3,0.0,5.2,23.7,0,0,2390591,11332,295747,2218,847.36,261.2,3041.25
84,Arkansas,Boone,469,37196,36903,0.8,36903,6.0,22.6,19.8,50.8,96.3,0.4,0.8,0.6,0.1,1.8,2.3,94.3,83.8,1.3,2.5,85.4,15.4,3280,19.7,16904,72.6,9.5,106400,15086,2.43,22160,38506,16.6,864,11897,-2.8,2722,3748,0.0,0.0,0.0,0.0,0.0,29.3,0,0,466894,12738,41893,12,590.23,62.5,3041.25
85,Arkansas,Bradley,106,11148,11508,-3.1,11508,6.9,23.4,18.3,51.1,68.3,27.6,1.9,0.5,0.0,1.6,14.3,56.3,89.4,6.7,10.2,76.0,10.8,765,20.1,5820,68.8,11.3,62900,4789,2.32,19386,30409,31.3,250,2621,1.5,525,640,0.0,0.0,0.0,0.0,4.2,0.0,176955,42794,71522,5978,6240,1,649.23,17.7,3041.25
86,Arkansas,Calhoun,312,5202,5368,-3.1,5368,5.0,18.1,19.8,49.2,75.7,22.0,0.5,0.2,0.0,1.6,3.9,72.3,89.1,0.0,0.3,80.5,7.4,391,24.9,2886,80.0,2.5,58300,2046,2.55,17763,30980,14.9,66,435,-2.5,191,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,17859,3263,802,0,628.58,8.5,3041.25
87,Arkansas,Carroll,0,27744,27446,1.1,27446,5.5,22.1,21.1,50.7,94.5,0.8,1.3,0.9,0.6,2.0,14.6,81.1,81.0,6.8,13.6,84.6,17.3,2961,19.1,13568,73.2,9.3,120000,11019,2.47,20637,36584,18.8,698,8142,-1.8,2444,3078,0.0,0.0,0.0,0.0,0.0,19.1,0,24110,265358,9728,53966,10,630.09,43.6,3041.25
88,Arkansas,Chicot,247,11180,11800,-5.3,11800,6.7,23.2,19.2,50.8,43.5,54.6,0.5,0.5,0.0,0.9,5.6,39.2,90.1,3.3,5.0,74.2,12.6,905,21.4,5403,66.3,9.7,54700,4510,2.41,16538,26201,33.0,225,2207,-5.5,551,916,12.2,0.0,0.0,0.0,0.0,25.1,0,120552,67030,5446,6074,6,644.3,18.3,3041.25
89,Arkansas,Clark,494,22576,22995,-1.8,22995,4.9,19.2,16.1,52.1,73.4,24.0,0.6,0.7,0.0,1.4,4.4,69.6,81.2,2.6,5.2,86.2,21.4,1804,19.9,10435,63.5,17.1,86600,8341,2.41,17960,32721,24.3,498,6584,2.2,1246,1689,0.0,0.0,0.0,0.0,0.0,26.8,433867,0,247757,10461,32727,3,866.07,26.6,3041.25
90,Arkansas,Clay,656,15118,16083,-6.0,16083,4.3,20.4,21.4,51.1,97.4,0.6,0.4,0.2,0.0,1.3,1.8,95.7,87.6,0.9,1.9,76.1,9.5,1230,22.8,8037,72.6,8.8,62400,6814,2.3,18509,31502,20.2,307,2683,-6.4,814,1109,0.0,0.0,0.0,0.0,0.0,25.2,111760,116882,132637,8255,6345,3,639.47,25.2,3041.25
91,Arkansas,Cleburne,316,25634,25969,-1.3,25970,4.8,19.8,25.4,50.7,97.0,0.5,0.7,0.3,0.0,1.4,2.6,94.8,83.0,2.0,2.9,84.5,16.8,3158,24.9,15849,76.9,5.0,117900,10286,2.47,23044,40246,15.8,577,5882,-6.2,2143,3180,0.0,0.0,0.0,0.0,0.0,27.1,205550,54394,282382,11169,29180,26,553.69,46.9,3041.25
92,Arkansas,Cleveland,137,8449,8689,-2.8,8689,5.1,23.4,19.1,51.1,86.6,11.4,0.5,0.1,0.0,1.3,2.2,84.7,94.7,0.4,0.9,84.8,13.8,630,27.4,4048,77.5,3.0,78300,3346,2.56,20622,39420,17.7,81,584,1.2,404,297,0.0,0.0,0.0,0.0,0.0,0.0,0,1230,12265,1404,0,0,597.78,14.5,3041.25
93,Arkansas,Columbia,306,23933,24552,-2.5,24552,5.8,21.6,16.6,52.0,61.1,36.2,0.5,0.9,0.0,1.3,2.7,59.4,82.1,2.9,4.7,85.4,20.3,1508,16.6,11562,68.9,11.6,78900,9449,2.43,19439,35128,25.4,596,7538,-2.8,1215,1859,0.0,0.0,0.0,0.0,0.0,23.1,1164275,0,197935,8143,21775,49,766.05,32.1,3041.25
94,Arkansas,Conway,840,21083,21271,-0.9,21273,5.9,23.1,18.3,50.9,85.0,11.4,0.8,0.6,0.0,2.1,4.0,81.5,87.1,1.9,4.5,84.5,14.7,1534,22.2,9720,74.0,8.4,86100,8154,2.57,20040,35225,24.0,409,4894,-2.5,1337,1876,0.0,0.0,0.0,0.0,0.0,16.9,432551,124901,270351,13074,16218,10,552.25,38.5,3041.25
95,Arkansas,Craighead,1862,102518,96443,6.3,96443,6.9,24.9,13.0,51.3,82.2,14.5,0.6,1.1,0.1,1.6,4.7,78.0,76.9,3.7,5.2,84.9,24.4,6727,17.5,43311,58.3,21.1,120700,37834,2.51,23138,41393,20.6,2476,38113,0.6,7113,8387,0.0,0.0,1.2,0.0,1.3,0.0,1830332,605938,1440936,15768,146652,671,707.21,136.4,3041.25
96,Arkansas,Crawford,874,61697,61948,-0.4,61948,6.0,25.1,15.3,50.7,91.5,1.6,2.5,1.6,0.1,2.8,6.7,85.6,85.1,4.1,6.6,82.2,14.3,5321,22.0,26458,74.3,10.4,102800,23368,2.62,19477,39479,20.2,1061,20016,-0.8,3573,4489,0.0,1.7,1.1,0.0,1.8,21.5,847991,0,452539,7666,53249,43,593.09,104.4,3041.25
97,Arkansas,Crittenden,722,49548,50902,-2.7,50902,7.7,27.9,12.1,52.6,45.9,51.8,0.4,0.7,0.0,1.2,2.3,44.1,82.3,1.7,2.9,79.1,13.9,3541,20.2,21624,56.3,21.5,99500,18309,2.72,19665,37751,26.3,824,13445,1.2,3542,3399,22.6,0.9,3.4,0.0,0.0,25.2,701251,795836,750517,14399,65142,95,609.76,83.5,3041.25
98,Arkansas,Cross,228,17227,17866,-3.6,17870,6.9,24.0,17.6,51.4,74.9,22.9,0.3,0.5,0.0,1.3,1.9,73.3,88.6,0.7,1.2,79.0,11.4,1189,23.8,7888,65.4,10.4,78400,6818,2.57,18701,38085,17.4,359,4100,1.8,1381,1589,0.0,0.0,0.0,0.0,0.0,26.3,0,174748,185706,9970,12504,18,616.38,29.0,3041.25
99,Arkansas,Dallas,361,7755,8116,-4.4,8116,5.5,22.3,20.5,51.7,56.4,41.3,0.5,0.2,0.0,1.5,2.7,54.1,88.1,2.5,3.4,82.1,10.2,444,20.2,4289,66.4,8.9,59200,3269,2.32,16838,28931,19.7,195,2305,-7.1,364,459,9.6,0.0,0.0,0.0,0.0,12.9,184521,10852,79676,9727,4648,1,667.39,12.2,3041.25
100,Arkansas,Desha,449,12264,13008,-5.7,13008,6.8,25.6,17.1,53.2,50.1,47.9,0.4,0.4,0.1,1.0,4.8,46.6,89.1,1.8,4.1,76.9,12.7,754,21.5,6306,55.9,17.3,55100,5305,2.39,19822,28680,30.1,312,3412,1.0,732,840,0.0,0.0,0.0,0.0,0.0,27.4,400820,230922,119201,8691,9790,7,768.15,16.9,3041.25
101,Arkansas,Drew,475,18622,18509,0.6,18509,6.3,22.4,16.1,51.2,69.6,28.0,0.4,0.9,0.0,1.1,2.9,67.0,85.9,1.9,3.4,81.3,19.1,983,20.8,8481,61.2,13.4,83300,7496,2.37,17057,31171,28.5,405,4478,-0.9,1006,1460,6.4,0.0,0.0,0.0,0.0,0.0,156135,87552,198993,10645,19657,4,828.36,22.3,3041.25
102,Arkansas,Faulkner,2774,120768,113237,6.7,113237,6.6,23.9,11.2,51.1,84.6,11.3,0.7,1.2,0.1,2.0,4.1,81.1,81.8,2.9,4.8,89.4,27.2,8027,24.2,48849,65.2,19.6,137800,42413,2.62,24401,50314,14.6,2439,35228,-1.6,7738,9464,4.5,0.0,0.7,0.0,3.6,24.4,1587628,266098,1227650,11730,137881,341,647.88,174.8,3041.25
103,Arkansas,Franklin,294,17805,18125,-1.8,18125,5.9,23.6,18.0,50.5,95.2,0.9,1.3,0.9,0.1,1.6,3.0,92.5,85.0,0.8,1.8,82.1,12.4,1643,25.0,8024,74.0,3.4,93000,6769,2.61,19135,36766,20.5,278,3424,1.1,1025,1139,0.0,0.0,0.0,0.0,0.0,19.6,327694,3128,140227,7748,10416,0,608.86,29.8,3041.25
104,Arkansas,Fulton,473,12125,12245,-1.0,12245,4.8,20.4,25.4,50.5,96.8,0.6,0.7,0.3,0.0,1.6,1.2,95.8,83.2,1.1,1.5,83.7,10.0,1358,25.5,6762,78.1,4.3,88200,5140,2.35,19326,35522,18.7,162,1460,-4.5,790,1047,0.0,0.0,0.0,0.0,0.0,21.9,0,8179,42434,3598,5299,1,618.19,19.8,3041.25
105,Arkansas,Garland,1779,97322,96024,1.4,96024,5.7,20.9,21.7,51.7,87.7,8.5,0.7,0.8,0.1,2.3,5.3,82.9,83.5,3.6,5.6,86.8,20.9,10575,21.7,50542,68.6,17.2,130500,39881,2.37,23170,39162,20.7,2696,32235,-0.3,7724,10369,2.0,0.9,0.0,0.0,2.3,22.8,661675,0,1443438,14958,203277,43,677.78,141.7,3041.25
106,Arkansas,Grant,300,18144,17853,1.6,17853,5.7,23.5,16.1,50.3,94.8,2.8,0.5,0.4,0.0,1.4,2.6,92.7,90.3,1.9,3.1,84.9,17.6,1594,29.9,7837,77.8,4.7,100800,6855,2.59,23239,49004,9.9,274,2876,2.8,1155,1696,0.0,0.0,0.0,0.0,0.0,25.4,489875,48526,107622,6148,10188,9,631.81,28.3,3041.25
107,Arkansas,Greene,585,43694,42090,3.8,42090,6.6,24.6,15.0,50.8,96.9,0.9,0.5,0.3,0.0,1.4,2.7,94.5,81.6,1.1,2.5,82.8,14.7,3801,20.4,18439,63.3,15.1,99100,16603,2.53,19652,38413,17.1,767,15717,6.3,2718,3205,0.0,0.0,0.0,0.0,0.0,25.4,1434062,0,373077,9257,37645,193,577.7,72.9,3041.25
108,Arkansas,Hempstead,164,22327,22609,-1.2,22609,7.3,26.4,16.3,51.6,66.8,29.9,0.7,0.5,0.1,1.9,12.6,55.3,87.6,5.7,10.3,81.7,14.1,1556,19.7,10423,68.0,9.5,73100,8296,2.67,17376,32056,27.4,386,6036,-9.3,1060,1578,0.0,0.0,0.0,0.0,0.0,25.9,0,32782,204433,8807,21236,3,727.52,31.1,3041.25
109,Arkansas,Hot Spring,730,33368,32923,1.4,32923,5.3,21.6,17.2,48.1,85.6,11.6,0.6,0.4,0.1,1.8,3.3,82.7,87.8,0.9,1.7,83.4,12.3,3202,27.7,14283,72.5,4.8,81300,12231,2.58,19286,41193,14.2,472,5876,-3.7,1793,2636,0.0,0.0,0.0,0.0,0.0,23.8,858460,77002,207424,6511,16843,0,615.2,53.5,3041.25
110,Arkansas,Howard,129,13500,13789,-2.1,13789,6.9,26.1,16.9,51.3,75.8,20.9,1.0,0.7,0.1,1.4,11.0,65.7,88.8,6.2,12.4,76.0,12.0,875,18.7,6236,63.3,7.9,74500,5208,2.6,18707,35879,23.2,300,5881,-1.0,740,955,0.0,0.0,0.0,0.0,0.0,0.0,1081066,45101,160839,11402,9151,3,588.55,23.4,3041.25
111,Arkansas,Independence,521,36959,36647,0.9,36647,6.4,24.0,17.0,51.3,94.5,2.3,0.7,0.8,0.2,1.5,5.9,89.3,83.4,3.6,4.3,82.5,14.4,2826,19.7,16260,70.6,6.8,88900,14544,2.46,20289,35026,23.7,779,13970,-8.9,2431,3110,0.0,0.0,0.0,0.0,0.8,26.3,920041,174997,384242,11132,34685,48,763.95,48.0,3041.25
112,Arkansas,Izard,239,13486,13696,-1.5,13696,4.5,18.2,25.0,47.6,95.4,1.8,1.1,0.3,0.0,1.4,1.9,93.8,86.6,2.3,2.5,79.8,11.7,1605,23.4,7214,78.0,4.5,73900,5682,2.26,18040,30661,18.7,206,1988,3.2,847,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,104699,8035,3275,3,580.58,23.6,3041.25
113,Arkansas,Jackson,225,17534,17998,-2.6,17997,5.6,20.4,16.7,50.3,79.6,17.6,0.7,0.4,0.1,1.6,2.9,77.1,79.1,0.8,1.7,75.6,8.8,1352,19.1,7589,67.2,11.4,56500,6541,2.28,15609,30284,28.4,327,3890,1.9,842,1110,0.0,0.0,0.0,0.0,0.0,17.0,0,95424,190887,11203,9669,5,633.94,28.4,3041.25
114,Arkansas,Jefferson,2115,72297,77435,-6.6,77435,6.2,23.3,15.1,50.8,41.7,55.5,0.4,0.9,0.1,1.3,1.9,40.3,85.1,1.4,3.1,83.0,17.5,5858,21.3,33242,64.5,14.8,81100,28367,2.47,19353,37140,23.9,1371,21243,-3.4,3802,4083,28.1,0.0,2.9,0.0,0.0,25.6,0,0,867380,10922,87074,55,870.75,88.9,3041.25
115,Arkansas,Johnson,580,26005,25540,1.8,25540,7.1,24.8,15.8,50.3,93.4,2.1,1.2,1.2,0.1,1.9,13.5,81.1,86.2,6.3,12.1,79.7,14.7,1887,20.5,11351,66.2,11.9,88700,10046,2.49,19366,31003,20.1,394,7204,-4.5,1376,2100,0.0,0.0,0.0,0.0,0.0,28.6,546790,44214,196775,7942,20545,3,659.8,38.7,3041.25
116,Arkansas,Lafayette,160,7111,7645,-7.0,7645,4.7,20.2,21.5,51.7,61.1,37.1,0.4,0.5,0.0,1.0,2.0,59.7,89.7,0.7,1.2,77.5,10.7,534,24.9,4342,72.7,6.5,52200,2722,2.7,17212,29732,24.1,111,780,0.8,321,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,32850,4257,1519,0,528.27,14.5,3041.25
117,Arkansas,Lawrence,726,16931,17412,-2.8,17415,5.6,22.6,19.3,50.5,97.1,1.0,0.5,0.2,0.0,1.2,1.3,96.0,88.8,0.6,1.4,77.4,10.4,1443,25.1,7979,70.7,8.7,59800,6580,2.52,15971,32239,25.4,274,2790,-1.0,1154,1434,0.0,0.0,0.0,0.0,0.0,24.1,0,57963,163661,9703,9250,3,587.61,29.6,3041.25
118,Arkansas,Lee,84,9860,10424,-5.4,10424,5.4,19.6,16.7,44.0,43.1,54.2,0.6,0.5,0.0,1.6,2.7,41.0,87.7,0.8,1.0,70.1,7.1,485,20.4,4364,57.0,14.8,54700,3491,2.54,12529,25034,31.5,127,907,-5.1,643,532,0.0,0.0,0.0,0.0,0.0,23.7,0,84657,35796,3345,2793,0,602.62,17.3,3041.25
119,Arkansas,Lincoln,152,13970,14134,-1.2,14134,4.4,17.8,13.5,38.9,67.7,30.3,0.4,0.3,0.0,1.2,3.6,64.8,88.2,1.5,3.3,73.5,7.9,901,26.2,4858,69.7,7.1,59300,4188,2.53,15023,32697,27.0,155,1636,6.9,575,586,0.0,0.0,0.0,0.0,0.0,32.8,0,0,57549,4202,0,0,561.52,25.2,3041.25
120,Arkansas,Little River,441,12532,13168,-4.8,13171,5.3,22.2,19.5,50.9,75.7,19.7,1.9,0.4,0.0,2.2,3.1,73.3,84.9,1.4,3.0,83.4,10.6,1218,23.4,6446,78.0,8.0,80900,5315,2.41,19880,39673,14.0,162,2713,0.0,598,863,0.0,0.0,0.0,0.0,0.0,21.4,0,13527,88228,6846,6101,1,532.25,24.7,3041.25
121,Arkansas,Logan,361,21958,22353,-1.8,22353,5.6,22.4,19.2,50.2,93.7,1.5,1.2,1.9,0.0,1.7,2.7,91.4,84.9,1.2,2.6,81.3,11.7,2058,26.0,10125,75.4,6.0,81100,8233,2.63,19046,34996,17.6,377,4054,3.7,1218,1924,0.0,0.0,0.0,0.0,0.0,0.0,692089,0,178072,7855,10022,8,708.13,31.6,3041.25
122,Arkansas,Lonoke,817,71557,68354,4.7,68356,6.7,26.4,12.6,50.5,90.4,6.2,0.7,0.9,0.1,1.8,4.0,86.8,85.3,2.1,2.5,86.7,18.2,7426,25.6,28618,73.2,9.3,120600,25052,2.74,23218,52582,13.2,1002,10181,2.7,4220,5253,4.1,0.0,0.7,0.0,2.2,21.5,0,161592,497238,7821,46387,263,770.73,88.7,3041.25
123,Arkansas,Madison,1078,15740,15720,0.1,15717,6.2,23.5,17.5,49.9,95.2,0.4,1.7,0.8,0.4,1.6,5.4,90.4,88.3,2.3,4.7,76.6,10.3,1279,29.6,7485,76.5,3.1,92800,6048,2.58,18754,35771,22.6,189,2422,1.7,1237,1202,0.0,0.0,0.0,0.0,0.0,0.0,0,0,114683,7381,3245,0,834.26,18.8,3041.25
124,Arkansas,Marion,314,16367,16653,-1.7,16653,4.4,17.3,26.8,50.3,96.5,0.4,0.9,0.3,0.1,1.8,2.3,94.6,88.5,2.4,1.9,83.6,12.9,2267,24.1,9333,79.5,5.1,92700,7036,2.34,18188,34494,18.9,213,3002,2.6,1165,2094,0.0,0.0,0.0,0.0,0.0,0.0,350144,0,87884,5291,8605,2,597.01,27.9,3041.25
125,Arkansas,Miller,356,43428,43462,-0.1,43462,7.0,24.1,15.2,50.8,71.7,25.1,0.8,0.6,0.1,1.8,3.1,69.3,80.8,0.9,3.2,85.1,13.9,3406,20.2,19415,67.2,19.2,92900,16950,2.49,20636,41319,19.5,704,10926,-3.1,2423,3160,11.3,0.0,1.1,0.0,0.0,18.9,712872,0,407683,9503,43650,37,625.58,69.5,3041.25
126,Arkansas,Mississippi,342,44235,46480,-4.8,46480,7.0,26.7,13.4,51.3,62.8,34.9,0.5,0.5,0.0,1.3,4.0,59.4,82.1,1.8,4.2,77.8,13.0,3002,18.2,20506,58.8,17.3,75300,17058,2.64,18905,36428,24.9,836,17787,17.0,2083,2231,13.4,0.0,0.0,0.0,0.0,28.9,5010206,0,421872,9051,45822,30,900.57,51.6,3041.25
127,Arkansas,Monroe,411,7582,8150,-7.0,8149,5.8,21.2,20.3,52.5,56.7,40.3,0.7,0.6,0.0,1.7,2.2,55.1,87.6,0.8,1.5,75.3,11.3,629,19.5,4432,63.5,14.6,52200,3393,2.33,16939,27263,28.8,197,1723,1.4,534,832,0.0,0.0,0.0,0.0,0.0,0.0,0,64682,82241,9599,8190,1,607.12,13.4,3041.25
128,Arkansas,Montgomery,142,9082,9487,-4.3,9487,4.3,19.2,25.4,50.1,95.1,0.6,1.3,0.7,0.0,2.3,3.6,92.3,86.1,1.7,3.8,82.3,12.9,1139,25.9,5747,79.8,3.2,76400,3873,2.39,19021,31345,22.0,141,920,2.6,740,922,0.0,0.0,0.0,0.0,0.0,0.0,0,0,32370,3570,18197,0,779.88,12.2,3041.25
129,Arkansas,Nevada,306,8723,8997,-3.0,8997,6.4,22.7,19.4,50.6,67.1,30.5,0.5,0.4,0.1,1.6,3.3,64.1,87.0,1.0,2.7,82.1,12.8,762,25.1,4542,73.1,5.9,64600,3622,2.41,18695,33694,26.5,123,1948,3.1,471,622,0.0,0.0,0.0,0.0,0.0,0.0,0,0,136792,14660,3228,0,617.84,14.6,3041.25
130,Arkansas,Newton,211,7904,8330,-5.1,8330,4.8,19.5,24.3,49.5,95.5,0.3,1.5,0.3,0.0,2.4,1.8,94.0,94.2,0.8,0.9,79.8,12.7,838,37.7,4667,82.5,3.3,74600,3507,2.32,17884,30038,23.5,83,759,15.3,697,1027,0.0,0.0,0.0,0.0,0.0,0.0,0,0,13268,1596,3264,1,820.9,10.1,3041.25
131,Arkansas,Ouachita,525,24828,26121,-5.0,26120,6.2,23.0,18.3,52.6,57.0,40.3,0.4,0.5,0.1,1.8,2.2,55.4,89.4,1.0,1.6,84.7,15.5,2039,22.7,13067,66.3,8.9,70000,10733,2.36,18975,32015,23.1,530,7423,-2.4,1292,2153,13.6,0.0,0.0,0.0,0.0,0.0,0,0,185662,7135,14614,3,732.78,35.6,3041.25
132,Arkansas,Perry,428,10245,10441,-1.9,10445,5.2,22.1,17.9,50.3,94.8,2.2,0.8,0.2,0.0,2.0,2.8,92.4,87.6,0.8,0.8,84.6,11.9,1002,34.8,4900,79.5,2.5,77700,3903,2.61,22047,42455,15.6,107,816,0.5,700,636,0.0,0.0,0.0,0.0,0.0,0.0,0,1528,32763,3162,1718,1,551.4,18.9,3041.25
133,Arkansas,Phillips,656,19930,21757,-8.4,21757,8.0,27.2,16.3,53.0,36.5,61.6,0.4,0.4,0.0,1.2,1.7,35.6,82.1,0.6,1.9,72.8,12.0,1271,18.3,10163,54.5,17.2,59500,8339,2.52,16830,26737,33.5,414,4195,1.2,1419,1791,26.7,0.0,0.0,0.0,0.0,33.4,0,0,229411,10468,13481,34,695.66,31.3,3041.25
