sn,neg,neu,pos,compound
12051,0.14,0.607,0.252,0.34
12052,0,0.926,0.074,0.25
12053,0,0.844,0.156,0.34
12053,0,1,0,0
12054,0,1,0,0
12055,0,1,0,0
12056,0,1,0,0
12057,0,1,0,0
12058,0,0.926,0.074,0.25
12059,0.088,0.528,0.384,0.8346
12059,0,1,0,0
12060,0,0.544,0.456,0.7717
12060,0.467,0.533,0,-0.5423
12060,0,0,1,0.4215
12061,0,0.839,0.161,0.5622
12062,0.146,0.854,0,-0.4717
12062,0,1,0,0
12063,0,0.877,0.123,0.4215
12064,0,1,0,0
12065,0,1,0,0
12065,0,0.698,0.302,0.0772
12066,0,0.891,0.109,0.4019
12067,0,1,0,0
12068,0,1,0,0
12069,0.049,0.951,0,-0.0191
12069,0.447,0.132,0.421,-0.0516
12070,0,1,0,0
12070,0.595,0.405,0,-0.5267
12071,0,0.856,0.144,0.2924
12071,0,0.734,0.266,0.2057
12072,0,0.786,0.214,0.5994
12073,0,1,0,0
12073,0.12,0.684,0.196,0.171
12074,0,1,0,0
12075,0,1,0,0
12075,0.391,0.609,0,-0.6705
12076,0,1,0,0
12077,0,0.787,0.213,0.5859
12077,0,1,0,0
12078,0,0.659,0.341,0.4767
12078,0,1,0,0
12079,0.06,0.94,0,-0.1027
12080,0,1,0,0
12081,0,1,0,0
12082,0.107,0.893,0,-0.34
12082,0,1,0,0
12083,0,0.783,0.217,0.3612
12083,0.221,0.574,0.205,-0.0516
12083,0,1,0,0
12084,0,1,0,0
12085,0,1,0,0
12086,0,1,0,0
12087,0,1,0,0
12088,0,1,0,0
12089,0,0.593,0.407,0.9291
12090,0,1,0,0
12091,0,0.828,0.172,0.481
12091,0,1,0,0
12092,0,1,0,0
12093,0,1,0,0
12094,0,1,0,0
12094,0,0,1,0.34
12094,0,0.182,0.818,0.6696
12095,0,1,0,0
12096,0,1,0,0
12097,0.076,0.724,0.2,0.5574
12098,0,1,0,0
12099,0,1,0,0
12099,0.714,0.286,0,-0.3612
12100,0,1,0,0
12101,0,1,0,0
12102,0,0.766,0.234,0.5994
12103,0.185,0.573,0.242,0.4215
12104,0.14,0.607,0.252,0.34
12105,0.142,0.858,0,-0.5106
12106,0,1,0,0
12107,0,1,0,0
12108,0.14,0.607,0.252,0.34
12109,0,1,0,0
12110,0.318,0.539,0.142,-0.5562
12110,0.7,0.3,0,-0.7906
12111,0,0.756,0.244,0.7003
12112,0,0.769,0.231,0.4939
12112,0,1,0,0
12113,0,0.426,0.574,0.6588
12113,0,0.27,0.73,0.7959
12113,0.322,0.538,0.14,-0.4003
12113,0,0.44,0.56,0.8236
12114,0,1,0,0
12115,0,1,0,0
12116,0,0.854,0.146,0.0516
12116,0,0.836,0.164,0.3724
12116,0,1,0,0
12117,0,1,0,0
12117,0.223,0.573,0.204,-0.0772
12118,0.113,0.671,0.216,0.4404
12119,0,0.926,0.074,0.25
12120,0.118,0.882,0,-0.0516
12120,0,0.729,0.271,0.3818
12121,0,1,0,0
12121,0.12,0.684,0.196,0.171
12122,0,0.653,0.347,0.6492
12122,0,0.494,0.506,0.6239
12122,0,1,0,0
12123,0.118,0.802,0.08,-0.2342
12124,0,1,0,0
12124,0.254,0.634,0.112,-0.4404
12125,0,1,0,0
12126,0.086,0.693,0.222,0.6278
12127,0.172,0.828,0,-0.4019
12127,0,0.417,0.583,0.6369
12127,0.23,0.77,0,-0.3384
12128,0.14,0.607,0.252,0.34
12129,0,1,0,0
12129,0,0.595,0.405,0.8176
12130,0,0.926,0.074,0.25
12131,0,1,0,0
12132,0.146,0.854,0,-0.4717
12132,0,1,0,0
12133,0,1,0,0
12134,0.244,0.756,0,-0.4404
12134,0.237,0.763,0,-0.4767
12134,0,1,0,0
12135,0,1,0,0
12136,0.238,0.762,0,-0.3612
12136,0,1,0,0
12137,0,0.841,0.159,0.5574
12138,0,1,0,0
12138,0.12,0.684,0.196,0.171
12139,0,0.839,0.161,0.5622
12140,0.069,0.819,0.112,0.2809
12141,0,1,0,0
12141,0.341,0.659,0,-0.6329
12142,0.286,0.714,0,-0.4588
12142,0.169,0.538,0.292,0.3818
12143,0,1,0,0
12144,0.118,0.802,0.08,-0.2342
12145,0,1,0,0
12146,0.163,0.837,0,-0.4389
12146,0,1,0,0
12147,0,0.926,0.074,0.25
12148,0.155,0.845,0,-0.296
12148,0,0.619,0.381,0.5719
12148,0,1,0,0
12149,0,1,0,0
12149,0.12,0.684,0.196,0.171
12150,0.146,0.854,0,-0.4717
12150,0,1,0,0
12151,0,1,0,0
12151,0,0.595,0.405,0.8176
12152,0,1,0,0
12152,0.12,0.684,0.196,0.171
12153,0.174,0.826,0,-0.2732
12153,0,0.642,0.358,0.4199
12153,0,1,0,0
12154,0,0.926,0.074,0.25
12155,0,0.926,0.074,0.25
12156,0,0.515,0.485,0.933
12157,0,0.806,0.194,0.6249
12158,0,1,0,0
12158,0.714,0.286,0,-0.3612
12159,0,1,0,0
12160,0,0.926,0.074,0.25
12161,0.185,0.586,0.23,0.25
12161,0,1,0,0
12162,0,0.926,0.074,0.25
12163,0,1,0,0
12164,0,1,0,0
12165,0,1,0,0
12165,0.714,0.286,0,-0.3612
12166,0,0.926,0.074,0.25
12167,0.113,0.671,0.216,0.4404
12168,0,0.834,0.166,0.3802
12168,0,0.781,0.219,0.1027
12169,0,1,0,0
12169,0.224,0.603,0.172,-0.1531
12170,0,0.763,0.237,0.4199
12170,0,1,0,0
12171,0.118,0.802,0.08,-0.2342
12172,0.142,0.66,0.198,0.1531
12173,0,0.926,0.074,0.25
12174,0.071,0.929,0,-0.0772
12175,0,0.716,0.284,0.8377
12175,0,1,0,0
12176,0,0.778,0.222,0.5719
12176,0,1,0,0
12177,0,0.828,0.172,0.3612
12177,0,1,0,0
12178,0.118,0.882,0,-0.34
12178,0,1,0,0
12179,0.113,0.671,0.216,0.4404
12180,0,1,0,0
12180,0.223,0.573,0.204,-0.0772
12181,0.14,0.607,0.252,0.34
12182,0.146,0.854,0,-0.4717
12182,0,1,0,0
12183,0,1,0,0
12184,0,1,0,0
12184,0.164,0.615,0.221,0.0258
12185,0.396,0.604,0,-0.9153
12185,0,1,0,0
12186,0,1,0,0
12187,0,1,0,0
12188,0.131,0.869,0,-0.3089
12188,0,1,0,0
12189,0,1,0,0
12190,0.122,0.646,0.232,0.4404
12191,0,1,0,0
12191,0.223,0.573,0.204,-0.0772
12192,0.251,0.749,0,-0.5719
12192,0,1,0,0
12192,1,0,0,-0.3182
12193,0,1,0,0
12194,0.13,0.772,0.098,-0.2023
12195,0.063,0.791,0.146,0.4781
12196,0,0.747,0.253,0.5267
12197,0.286,0.591,0.123,-0.5574
12197,0,1,0,0
12198,0,1,0,0
12199,0.14,0.607,0.252,0.34
12200,0.185,0.628,0.187,0.0108
12201,0.145,0.855,0,-0.296
12201,0.252,0.748,0,-0.4019
12201,0,1,0,0
12202,0,1,0,0
12203,0.161,0.733,0.106,-0.128
12204,0,0.926,0.074,0.25
12205,0,0.726,0.274,0.5267
12205,0,0.458,0.542,0.8918
12205,0,1,0,0
12206,0,1,0,0
12207,0.14,0.607,0.252,0.34
12208,0,1,0,0
12209,0,0.85,0.15,0.4278
12210,0.14,0.607,0.252,0.34
12211,0.14,0.607,0.252,0.34
12212,0.156,0.844,0,-0.3412
12213,0.118,0.802,0.08,-0.2342
12214,0,0.926,0.074,0.25
12215,0,1,0,0
12215,0.14,0.607,0.252,0.34
12216,0,1,0,0
12216,0.381,0.619,0,-0.5719
12217,0.21,0.79,0,-0.4927
12218,0,1,0,0
12219,0,0.844,0.156,0.5719
12220,0,1,0,0
12221,0,1,0,0
12221,0.152,0.606,0.242,0.2732
12222,0,1,0,0
12223,0.251,0.749,0,-0.5719
12223,0,1,0,0
12223,1,0,0,-0.3182
12224,0,0.879,0.121,0.296
12225,0,0.625,0.375,0.4585
12225,0.459,0.541,0,-0.5267
12225,0,1,0,0
12226,0.153,0.847,0,-0.5574
12227,0.14,0.607,0.252,0.34
12228,0,1,0,0
12229,0,0.713,0.287,0.8047
12230,0,1,0,0
12230,0.231,0.769,0,-0.4404
12231,0.224,0.776,0,-0.7469
12232,0.14,0.607,0.252,0.34
12233,0,0.23,0.77,0.7717
12233,0,1,0,0
12233,0,0.631,0.369,0.6239
12234,0,1,0,0
12235,0,1,0,0
12235,0.545,0.455,0,-0.5574
12236,0,0.658,0.342,0.4854
12236,0,0.838,0.162,0.1882
12236,0,1,0,0
12237,0.355,0.645,0,-0.296
12237,0.136,0.864,0,-0.296
12237,0.467,0.533,0,-0.3875
12238,0,0.863,0.137,0.4215
12239,0.125,0.776,0.099,-0.1531
12240,0,0.854,0.146,0.0516
12240,0,0.836,0.164,0.3724
12240,0,1,0,0
12241,0.14,0.607,0.252,0.34
12242,0.14,0.607,0.252,0.34
12243,0,0.926,0.074,0.25
12244,0.14,0.607,0.252,0.34
12245,0.124,0.876,0,-0.3412
12246,0.14,0.607,0.252,0.34
12247,0,1,0,0
12247,0.457,0.543,0,-0.8207
12248,0.181,0.819,0,-0.5485
12248,0,0.612,0.388,0.5859
12249,0.155,0.567,0.278,0.34
12250,0,1,0,0
12251,0.109,0.825,0.066,-0.2617
12252,0,0.55,0.45,0.5994
12253,0,0.847,0.153,0.5859
12253,0,1,0,0
12254,0,0.942,0.058,0.0258
12254,0,1,0,0
12255,0.146,0.854,0,-0.4717
12255,0,1,0,0
12256,0,1,0,0
12257,0,1,0,0
12258,0.251,0.749,0,-0.5719
12258,0,1,0,0
12258,1,0,0,-0.3182
12259,0,1,0,0
12260,0,1,0,0
12261,0.251,0.749,0,-0.5719
12261,0,1,0,0
12261,1,0,0,-0.3182
12262,0,0.926,0.074,0.25
12263,0,0.847,0.153,0.5859
12263,0,1,0,0
12264,0,0.926,0.074,0.25
12265,0,0.4,0.6,0.5423
12265,0,1,0,0
12266,0.137,0.863,0,-0.5411
12266,0,1,0,0
12267,0.101,0.648,0.251,0.5719
12268,0.118,0.802,0.08,-0.2342
12269,0,0.847,0.153,0.5859
12269,0,1,0,0
12270,0,1,0,0
12271,0.194,0.806,0,-0.521
12271,0,0.429,0.571,0.6114
12271,0,1,0,0
12272,0,0.919,0.081,0.2755
12273,0.137,0.863,0,-0.5411
12273,0,1,0,0
12274,0,0.833,0.167,0.5267
12275,0,1,0,0
12276,0,0.926,0.074,0.25
12277,0,0.845,0.155,0.5267
12278,0,1,0,0
12278,0.131,0.708,0.161,0.1203
12279,0,1,0,0
12280,0.118,0.802,0.08,-0.2342
12281,0.09,0.569,0.341,0.6499
12282,0,1,0,0
12283,0.181,0.819,0,-0.5485
12283,0,0.612,0.388,0.5859
12284,0,0.68,0.32,0.5095
12284,0,0.638,0.362,0.5267
12285,0,1,0,0
12286,0,1,0,0
12287,0,1,0,0
12288,0,0.87,0.13,0.5574
12289,0,0.764,0.236,0.7324
12290,0,1,0,0
12291,0,0.895,0.105,0.4019
12292,0.363,0.637,0,-0.8786
12292,0,0.5,0.5,0.25
12293,0.129,0.871,0,-0.5267
12294,0.538,0.462,0,-0.5423
12294,0,1,0,0
12294,0.094,0.906,0,-0.0644
12295,0.137,0.863,0,-0.5411
12295,0,1,0,0
12296,0.146,0.854,0,-0.4717
12296,0,1,0,0
12297,0.251,0.749,0,-0.5719
12297,0,1,0,0
12297,1,0,0,-0.3182
12298,0.251,0.749,0,-0.5719
12298,0,1,0,0
12298,1,0,0,-0.3182
12299,0,0.722,0.278,0.4019
12300,0.396,0.604,0,-0.9153
12300,0,1,0,0
12301,0,1,0,0
12302,0,1,0,0
12303,0.042,0.659,0.299,0.8143
12304,0,0.68,0.32,0.5095
12304,0,0.638,0.362,0.5267
12305,0,1,0,0
12306,0,1,0,0
12307,0,1,0,0
12308,0.237,0.763,0,-0.7351
12309,0,0.926,0.074,0.25
12310,0,1,0,0
12310,0.483,0.517,0,-0.4215
12311,0,0.854,0.146,0.0516
12311,0,0.836,0.164,0.3724
12311,0,1,0,0
12312,0.146,0.854,0,-0.4717
12312,0,1,0,0
12313,0.162,0.838,0,-0.4767
12314,0.133,0.867,0,-0.25
12314,0,1,0,0
12315,0,0.926,0.074,0.25
12316,0.121,0.879,0,-0.4404
12317,0,0.926,0.074,0.25
12318,0,1,0,0
12319,0.251,0.749,0,-0.5719
12319,0,1,0,0
12319,1,0,0,-0.3182
12320,0,1,0,0
12320,0.3,0.7,0,-0.4588
12321,0.424,0.576,0,-0.9153
12321,0,1,0,0
12322,0.137,0.863,0,-0.5411
12322,0,1,0,0
12323,0.161,0.839,0,-0.4717
12323,0,1,0,0
12324,0,1,0,0
12324,0,0.185,0.815,0.6588
12325,0,0.68,0.32,0.5095
12325,0,0.638,0.362,0.5267
12326,0,0.68,0.32,0.5095
12326,0,0.638,0.362,0.5267
12327,0,1,0,0
12328,0,0.85,0.15,0.4585
12328,0,1,0,0
12329,0,0.926,0.074,0.25
12330,0,0.764,0.236,0.7324
12331,0,0.68,0.32,0.5095
12331,0,0.638,0.362,0.5267
12332,0.251,0.749,0,-0.5719
12332,0,1,0,0
12332,1,0,0,-0.3182
12333,0,1,0,0
12334,0,0.926,0.074,0.25
12335,0,1,0,0
12336,0,1,0,0
12337,0.251,0.749,0,-0.5719
12337,0,1,0,0
12337,1,0,0,-0.3182
12338,0,0.854,0.146,0.0516
12338,0,0.836,0.164,0.3724
12338,0,1,0,0
12339,0,0.526,0.474,0.4019
12339,0.145,0.855,0,-0.296
12339,0,1,0,0
12340,0,0.68,0.32,0.5095
12340,0,0.638,0.362,0.5267
12341,0,0.948,0.052,0.0258
12342,0,1,0,0
12343,0,0.926,0.074,0.25
12344,0,1,0,0
12345,0,0.827,0.173,0.3182
12346,0.108,0.892,0,-0.0869
12346,0.351,0.649,0,-0.4019
12346,0,0.607,0.393,0.4995
12347,0.147,0.853,0,-0.3412
12348,0.1,0.727,0.173,0.2253
12349,0,1,0,0
12349,0,0.698,0.302,0.0772
12350,0,0.926,0.074,0.25
12351,0.174,0.581,0.245,0.2732
12351,0,1,0,0
12352,0.13,0.772,0.098,-0.2023
12353,0.118,0.802,0.08,-0.2342
12354,0,1,0,0
12355,0,0.926,0.074,0.25
12356,0,1,0,0
12357,0.251,0.749,0,-0.5719
12357,0,1,0,0
12357,1,0,0,-0.3182
12358,0,0.926,0.074,0.25
12359,0,0.926,0.074,0.25
12360,0.251,0.749,0,-0.5719
12360,0,1,0,0
12360,1,0,0,-0.3182
12361,0,1,0,0
12362,0,0.764,0.236,0.7324
12363,0,0.27,0.73,0.4019
12363,0.145,0.855,0,-0.296
12363,0,1,0,0
12364,0.251,0.749,0,-0.5719
12364,0,1,0,0
12364,1,0,0,-0.3182
12365,0.251,0.749,0,-0.5719
12365,0,1,0,0
12365,1,0,0,-0.3182
12366,0,0.926,0.074,0.25
12367,0,0.926,0.074,0.25
12368,0,0.732,0.268,0.6588
12368,0,0.759,0.241,0.2263
12369,0,0.68,0.32,0.5095
12369,0,0.638,0.362,0.5267
12370,0,0.926,0.074,0.25
12371,0.121,0.879,0,-0.4404
12372,0.109,0.599,0.292,0.7351
12372,0,1,0,0
12373,0.045,0.839,0.116,0.4534
12374,0,0.926,0.074,0.25
12375,0,0.926,0.074,0.25
12376,0,0.86,0.14,0.3818
12376,0,1,0,0
12377,0,1,0,0
12378,0,1,0,0
12379,0,0.926,0.074,0.25
12380,0.142,0.752,0.106,-0.2023
12381,0,0.926,0.074,0.25
12382,0.281,0.719,0,-0.5719
12382,0,1,0,0
12382,1,0,0,-0.3182
12383,0.118,0.802,0.08,-0.2342
12384,0,0.764,0.236,0.7324
12385,0.285,0.715,0,-0.4926
12385,0,1,0,0
12385,0.175,0.825,0,-0.1759
12385,0,0,0,0
12386,0.132,0.719,0.15,0.0772
12387,0,0.926,0.074,0.25
12388,0,0.68,0.32,0.5095
12388,0,0.638,0.362,0.5267
12389,0,0.68,0.32,0.5095
12389,0,0.638,0.362,0.5267
12390,0,0.942,0.058,0.0258
12390,0,1,0,0
12391,0,0.926,0.074,0.25
12392,0,0.889,0.111,0.3612
12393,0.772,0.228,0,-0.5255
12393,0,1,0,0
12394,0,1,0,0
12395,0,1,0,0
12395,0.384,0.308,0.308,-0.126
12395,0,0.484,0.516,0.4939
12396,0,0.69,0.31,0.4019
12396,0.257,0.743,0,-0.5859
12397,0.063,0.938,0,-0.1027
12398,0.156,0.844,0,-0.3412
12399,0,0.926,0.074,0.25
12400,0,0.789,0.211,0.4939
12400,0,1,0,0
12400,0.324,0.676,0,-0.34
12401,0,1,0,0
12401,0,0.256,0.744,0.4404
12402,0.137,0.863,0,-0.5411
12402,0,1,0,0
12403,0,1,0,0
12404,0.118,0.802,0.08,-0.2342
12405,0.155,0.723,0.122,-0.1513
12405,0.167,0.833,0,-0.1027
12405,0,0.208,0.792,0.5859
12406,0.118,0.802,0.08,-0.2342
12407,0,1,0,0
12407,0,0.256,0.744,0.4404
12408,0,1,0,0
12409,0,0.926,0.074,0.25
12410,0.118,0.802,0.08,-0.2342
12411,0.08,0.92,0,-0.0572
12412,0,0.872,0.128,0.3612
12413,0,0.926,0.074,0.25
12414,0,0.855,0.145,0.5267
12415,0.149,0.851,0,-0.5411
12415,0,1,0,0
12416,0.268,0.732,0,-0.296
12416,0,1,0,0
12417,0.194,0.806,0,-0.521
12417,0,0.429,0.571,0.6114
12417,0,1,0,0
12418,0,1,0,0
12419,0.194,0.806,0,-0.521
12419,0,0.429,0.571,0.6114
12419,0,1,0,0
12420,0.092,0.68,0.228,0.6124
12421,0,0.926,0.074,0.25
12422,0.118,0.802,0.08,-0.2342
12423,0,1,0,0
12424,0.121,0.879,0,-0.4404
12425,0,0.798,0.202,0.5106
12426,0,0.926,0.074,0.25
12427,0,0.926,0.074,0.25
12428,0.228,0.631,0.141,-0.2023
12428,0,1,0,0
12429,0,1,0,0
12430,0,1,0,0
12431,0,1,0,0
12432,0,1,0,0
12432,0.438,0.562,0,-0.5994
12433,0,1,0,0
12434,0,0.68,0.32,0.5095
12434,0,0.638,0.362,0.5267
12435,0,1,0,0
12436,0,1,0,0
12437,0.355,0.645,0,-0.5106
12437,0,0.796,0.204,0.3182
12438,0.304,0.696,0,-0.5863
12438,0,0.235,0.765,0.5023
12438,0,0.724,0.276,0.4689
12439,0.191,0.739,0.07,-0.5299
12440,0,1,0,0
12441,0,1,0,0
12441,0,0.256,0.744,0.4404
12442,0,0.68,0.32,0.5095
12442,0,0.638,0.362,0.5267
12443,0,0.926,0.074,0.25
12444,0,0.764,0.236,0.7324
12445,0,0.926,0.074,0.25
12446,0,0.893,0.107,0.2023
12447,0,0.926,0.074,0.25
12448,0,0.845,0.155,0.296
12449,0,0.926,0.074,0.25
12450,0,1,0,0
12450,0,0.698,0.302,0.0772
12451,0,1,0,0
12451,0,0.698,0.302,0.0772
12452,0,0.603,0.397,0.5095
12452,0,0.638,0.362,0.5267
12453,0.377,0.623,0,-0.8658
12454,0,0.926,0.074,0.25
12455,0,1,0,0
12455,0.125,0.682,0.193,0.296
12456,0,1,0,0
12456,0,0.698,0.302,0.0772
12457,0,0.936,0.064,0.0258
12457,0,1,0,0
12458,0.288,0.593,0.119,-0.6124
12459,0,0.926,0.074,0.25
12460,0.135,0.736,0.129,-0.0258
12461,0,0.926,0.074,0.25
12462,0,1,0,0
12462,0,0.698,0.302,0.0772
12463,0,0.926,0.074,0.25
12464,0,0.926,0.074,0.25
12465,0,0.735,0.265,0.2023
12465,0,1,0,0
12466,0.118,0.802,0.08,-0.2342
12467,0,0.71,0.29,0.8555
12468,0,0.926,0.074,0.25
12469,0,1,0,0
12469,0,0.698,0.302,0.0772
12470,0,0.926,0.074,0.25
12471,0,1,0,0
12472,0,0.926,0.074,0.25
12473,0,0.926,0.074,0.25
12474,0,0.926,0.074,0.25
12475,0,0.926,0.074,0.25
12476,0,1,0,0
12477,0,1,0,0
12477,0,0.798,0.202,0.4168
12478,0,0.926,0.074,0.25
12479,0,0.926,0.074,0.25
12480,0,1,0,0
12480,0,0.256,0.744,0.4404
12481,0.146,0.854,0,-0.4404
12481,0.492,0.508,0,-0.4404
12481,0,1,0,0
12482,0.109,0.777,0.114,0.0232
12482,0,1,0,0
12483,0,1,0,0
12484,0,0.926,0.074,0.25
12485,0.318,0.682,0,-0.4939
12485,0,0.758,0.242,0.1513
12485,0,1,0,0
12486,0,0.926,0.074,0.25
12487,0,1,0,0
12488,0,0.85,0.15,0.5719
12489,0.118,0.802,0.08,-0.2342
12490,0.118,0.802,0.08,-0.2342
12491,0,0.764,0.236,0.4173
12491,0,1,0,0
12492,0,0.926,0.074,0.25
12493,0,0.926,0.074,0.25
12494,0.121,0.879,0,-0.4404
12495,0,0.926,0.074,0.25
12496,0.15,0.68,0.17,0.0772
12497,0,1,0,0
12498,0,0.926,0.074,0.25
12499,0,0.926,0.074,0.25
12500,0.118,0.802,0.08,-0.2342
12501,0,0.926,0.074,0.25
12502,0.118,0.802,0.08,-0.2342
12503,0,1,0,0
12503,0,0.698,0.302,0.0772
12504,0.121,0.879,0,-0.4404
12505,0,0.926,0.074,0.25
12506,0.118,0.802,0.08,-0.2342
12507,0.155,0.742,0.102,-0.128
12508,0.11,0.65,0.24,0.3818
12508,0,1,0,0
12509,0,0.656,0.344,0.2732
12509,0,1,0,0
12510,0,0.845,0.155,0.5927
12511,0,1,0,0
12512,0.216,0.784,0,-0.6705
12513,0,0.926,0.074,0.25
12514,0,0.926,0.074,0.25
12515,0.118,0.802,0.08,-0.2342
12516,0.467,0.533,0,-0.5423
12516,0.636,0.364,0,-0.5423
12516,0,0.748,0.252,0.4023
12517,0.118,0.802,0.08,-0.2342
12518,0.117,0.568,0.314,0.7351
12518,0,1,0,0
12519,0.118,0.802,0.08,-0.2342
12520,0,1,0,0
12521,0.263,0.683,0.054,-0.6486
12522,0,1,0,0
12523,0.141,0.725,0.134,0.2023
12524,0.118,0.802,0.08,-0.2342
12525,0,0.815,0.185,0.3612
12525,0,1,0,0
12526,0,0.926,0.074,0.25
12527,0,1,0,0
12528,0.142,0.734,0.124,-0.1027
12528,0,1,0,0
12529,0,1,0,0
12530,0.118,0.802,0.08,-0.2342
12531,0.194,0.806,0,-0.521
12531,0,0.429,0.571,0.6114
12531,0,1,0,0
12532,0,0.926,0.074,0.25
12533,0,0.85,0.15,0.4278
12534,0,0.828,0.172,0.481
12534,0,1,0,0
12535,0.099,0.901,0,-0.296
12536,0,1,0,0
12537,0.067,0.933,0,-0.0572
12538,0,1,0,0
12539,0,0.926,0.074,0.25
12540,0,0.926,0.074,0.25
12541,0.118,0.802,0.08,-0.2342
12542,0,1,0,0
12542,0,0.58,0.42,0.4404
12543,0,1,0,0
12544,0,0.926,0.074,0.25
12545,0,0.926,0.074,0.25
12546,0,0.926,0.074,0.25
12547,0.343,0.392,0.265,-0.2003
12547,0.11,0.539,0.351,0.5687
12548,0,0.926,0.074,0.25
12549,0,1,0,0
12550,0,0.926,0.074,0.25
12551,0,0.926,0.074,0.25
12552,0,0.926,0.074,0.25
12553,0.118,0.802,0.08,-0.2342
12554,0.103,0.514,0.383,0.7184
12555,0,1,0,0
12556,0.458,0.542,0,-0.9347
12557,0.118,0.802,0.08,-0.2342
12558,0.118,0.802,0.08,-0.2342
12559,0,0.926,0.074,0.25
12560,0.118,0.802,0.08,-0.2342
12561,0.118,0.802,0.08,-0.2342
12562,0,0.92,0.08,0.25
12562,0,0.333,0.667,0.25
12563,0.118,0.802,0.08,-0.2342
12564,0.118,0.802,0.08,-0.2342
12565,0.118,0.802,0.08,-0.2342
12566,0,1,0,0
12567,0,1,0,0
12567,0,0.698,0.302,0.0772
12568,0.125,0.776,0.099,-0.1531
12569,0.118,0.802,0.08,-0.2342
12570,0,1,0,0
12571,0,1,0,0
12572,0.292,0.649,0.059,-0.6486
12573,0,0.647,0.353,0.2924
12573,0,0.703,0.297,0.5859
12573,0,1,0,0
12574,0.113,0.81,0.077,-0.2342
12575,0,1,0,0
12576,0.121,0.879,0,-0.4404
12577,0,1,0,0
12578,0,0.823,0.177,0.4215
12579,0,1,0,0
12580,0,1,0,0
12581,0,1,0,0
12582,0,1,0,0
12582,0.108,0.755,0.137,0.1531
12583,0,1,0,0
12583,0.162,0.838,0,-0.4019
12584,0.121,0.879,0,-0.4404
12585,0,0,0,0
12585,0,0.828,0.172,0.3612
12585,0,1,0,0
12586,0,0.854,0.146,0.0516
12586,0,0.836,0.164,0.3724
12586,0,1,0,0
12587,0.194,0.806,0,-0.521
12587,0,0.429,0.571,0.6114
12587,0,1,0,0
12588,0,1,0,0
12589,0,1,0,0
12590,0,1,0,0
12590,0,0.744,0.256,0.705
12591,0.194,0.806,0,-0.521
12591,0,0.429,0.571,0.6114
12591,0,1,0,0
12592,0,0.734,0.266,0.6549
12593,0.068,0.784,0.148,0.3294
12594,0.194,0.806,0,-0.521
12594,0,0.429,0.571,0.6114
12594,0,1,0,0
12595,0.055,0.945,0,-0.0286
12596,0,1,0,0
12597,0.073,0.768,0.159,0.3294
12598,0,1,0,0
12599,0,0.828,0.172,0.481
12599,0,1,0,0
12600,0.124,0.725,0.151,0.1703
12600,0,1,0,0
12601,0,1,0,0
12602,0.121,0.879,0,-0.4404
12603,0,1,0,0
12604,0,0,0,0
12604,0,1,0,0
12604,0.144,0.856,0,-0.4019
12605,0.121,0.879,0,-0.4404
12606,0,0.764,0.236,0.7324
12607,0.121,0.879,0,-0.4404
12608,0,0.85,0.15,0.4278
12609,0.121,0.879,0,-0.4404
12610,0,1,0,0
12610,0,0.698,0.302,0.0772
12611,0,1,0,0
12612,0,0.588,0.412,0.4215
12612,0,0.893,0.107,0.2023
12612,0,0.58,0.42,0.4404
12613,0,1,0,0
12614,0.543,0.457,0,-0.9586
12615,0.113,0.627,0.26,0.5719
12615,0,1,0,0
12616,0,0.734,0.266,0.8225
12617,0,0.806,0.194,0.481
12617,0,1,0,0
12618,0,1,0,0
12618,0,0,1,0.5859
12619,0,0.756,0.244,0.4404
12620,0,0.833,0.167,0.4939
12620,0,1,0,0
12621,0.121,0.879,0,-0.4404
12622,0,1,0,0
12622,0,0.698,0.302,0.0772
12623,0.132,0.868,0,-0.4404
12624,0,1,0,0
12625,0,0.806,0.194,0.481
12625,0,1,0,0
12626,0.125,0.776,0.099,-0.1531
12627,0,1,0,0
12628,0,1,0,0
12629,0,1,0,0
12630,0,1,0,0
12631,0,0.828,0.172,0.481
12632,0,0.814,0.186,0.4939
12632,0,1,0,0
12633,0,1,0,0
12634,0,1,0,0
12634,0.333,0.667,0,-0.5413
12635,0,0.806,0.194,0.481
12635,0,1,0,0
12636,0.132,0.534,0.335,0.7717
12637,0,0.867,0.133,0.3818
12638,0,0.806,0.194,0.481
12638,0,1,0,0
12639,0.24,0.76,0,-0.5849
12640,0,1,0,0
12641,0,0.806,0.194,0.481
12641,0,1,0,0
12642,0,0.806,0.194,0.481
12642,0,1,0,0
12643,0.08,0.92,0,-0.2732
12644,0,1,0,0
12644,0,0.698,0.302,0.0772
12645,0,0.806,0.194,0.481
12645,0,1,0,0
12646,0.225,0.775,0,-0.7713
12647,0,0.817,0.183,0.5859
12648,0,1,0,0
12648,0,0.698,0.302,0.0772
12649,0,1,0,0
12650,0,0.806,0.194,0.0516
12650,0,0.836,0.164,0.3724
12650,0,1,0,0
12651,0,1,0,0
12651,0,0.698,0.302,0.0772
12652,0,1,0,0
12653,0,1,0,0
12653,0,0.698,0.302,0.0772
12654,0,1,0,0
12654,0,0.822,0.178,0.0772
12655,0,1,0,0
12656,0.042,0.659,0.299,0.8143
12657,0.22,0.78,0,-0.4767
12657,0,1,0,0
12658,0,1,0,0
12658,0.099,0.776,0.125,0.1531
12659,0,1,0,0
12659,0,0.698,0.302,0.0772
12660,0,0.764,0.236,0.7324
12661,0.097,0.847,0.055,-0.25
