sn,neg,neu,pos,compound
7483,0,0.832,0.168,0.5916
7484,0,1,0,0
7485,0,1,0,0
7485,0.205,0.571,0.224,0.0422
7486,0.157,0.843,0,-0.3818
7487,0.2,0.378,0.423,0.6289
7487,0,1,0,0
7488,0.343,0.497,0.16,-0.5109
7488,0,1,0,0
7488,0,0.566,0.434,0.3182
7489,0,1,0,0
7490,0,1,0,0
7491,0,1,0,0
7491,0.205,0.571,0.224,0.0422
7492,0,1,0,0
7492,0,0.469,0.531,0.5267
7492,0,0.822,0.178,0.0772
7493,0.152,0.798,0.049,-0.5719
7494,0,1,0,0
7495,0,1,0,0
7496,0.095,0.905,0,-0.3412
7497,0,1,0,0
7497,0.483,0.517,0,-0.4215
7498,0,1,0,0
7498,0.417,0.583,0,-0.5106
7499,0.152,0.798,0.049,-0.5719
7500,0,1,0,0
7501,0.157,0.843,0,-0.3818
7502,0.251,0.645,0.103,-0.5337
7502,0,1,0,0
7503,0.187,0.606,0.206,0.1531
7504,0.152,0.798,0.049,-0.5719
7505,0,1,0,0
7506,0,1,0,0
7507,0,1,0,0
7508,0,0.766,0.234,0.7003
7509,0.129,0.691,0.18,0.2731
7509,0,1,0,0
7510,0,0.826,0.174,0.2732
7511,0.157,0.843,0,-0.3818
7512,0.152,0.798,0.049,-0.5719
7513,0,1,0,0
7514,0.148,0.602,0.25,0.296
7515,0,1,0,0
7516,0.119,0.881,0,-0.4019
7517,0.097,0.847,0.055,-0.25
7517,0,0.678,0.322,0.2263
7518,0,1,0,0
7518,0,0.606,0.394,0.0772
7518,0,0.794,0.206,0.0772
7518,0,0.586,0.414,0.5473
7519,0.144,0.523,0.333,0.4404
7519,0,1,0,0
7520,0,1,0,0
7521,0,1,0,0
7522,0.187,0.606,0.206,0.1531
7523,0,1,0,0
7524,0.152,0.798,0.049,-0.5719
7525,0,1,0,0
7526,0.152,0.798,0.049,-0.5719
7527,0,1,0,0
7528,0,1,0,0
7529,0,1,0,0
7530,0.152,0.798,0.049,-0.5719
7531,0,0.9,0.1,0.2732
7531,0,1,0,0
7532,0,1,0,0
7532,0,0.606,0.394,0.0772
7532,0,0.794,0.206,0.0772
7532,0,0.629,0.371,0.5473
7533,0,1,0,0
7534,0,1,0,0
7535,0.095,0.905,0,-0.2263
7535,0,1,0,0
7536,0.095,0.905,0,-0.2263
7536,0,1,0,0
7537,0,1,0,0
7538,0,0.271,0.729,0.4003
7538,0,0.239,0.761,0.4926
7538,0.222,0.66,0.118,-0.4588
7539,0,0.886,0.114,0.4767
7540,0,1,0,0
7541,0,1,0,0
7542,0.106,0.634,0.261,0.5267
7543,0.152,0.798,0.049,-0.5719
7544,0.157,0.843,0,-0.3818
7545,0,1,0,0
7545,0.144,0.856,0,-0.4019
7546,0.152,0.798,0.049,-0.5719
7547,0.152,0.798,0.049,-0.5719
7548,0.147,0.853,0,-0.4215
7549,0,1,0,0
7549,0,0.408,0.592,0.7003
7550,0,1,0,0
7551,0.152,0.798,0.049,-0.5719
7552,0,1,0,0
7553,0.157,0.843,0,-0.3818
7554,0.157,0.843,0,-0.3818
7555,0.262,0.738,0,-0.4939
7555,0,0.5,0.5,0.7184
7556,0,0.787,0.213,0.5859
7557,0.157,0.843,0,-0.3818
7558,0.185,0.662,0.152,-0.128
7558,0.177,0.823,0,-0.4215
7559,0,1,0,0
7559,0.423,0.577,0,-0.296
7560,0,0.803,0.197,0.4019
7560,0,0.606,0.394,0.6705
7561,0,1,0,0
7562,0,1,0,0
7563,0,1,0,0
7564,0.152,0.798,0.049,-0.5719
7565,0,1,0,0
7566,0,1,0,0
7567,0.087,0.913,0,-0.296
7568,0,1,0,0
7569,0.145,0.717,0.138,-0.033
7569,0,0.251,0.749,0.4574
7569,0.876,0.124,0,-0.7959
7569,0,1,0,0
7570,0.333,0.667,0,-0.7184
7570,0,0.694,0.306,0.5473
7571,0,1,0,0
7571,0.333,0.667,0,-0.6124
7572,0.157,0.843,0,-0.3818
7573,0.152,0.798,0.049,-0.5719
7574,0,1,0,0
7575,0,0.625,0.375,0.7177
7576,0,1,0,0
7577,0.157,0.843,0,-0.3818
7578,0.113,0.887,0,-0.4466
7579,0.084,0.916,0,-0.296
7580,0,1,0,0
7581,0,1,0,0
7581,0.184,0.816,0,-0.3089
7582,0,1,0,0
7583,0,1,0,0
7583,0.13,0.685,0.185,0.2023
7584,0,0.545,0.455,0.8176
7584,0.384,0.616,0,-0.6808
7585,0,1,0,0
7586,0.067,0.933,0,-0.0572
7586,0,1,0,0
7587,0.095,0.905,0,-0.3412
7588,0,1,0,0
7589,0,1,0,0
7590,0.226,0.774,0,-0.3875
7590,0,1,0,0
7591,0,1,0,0
7592,0,1,0,0
7593,0.248,0.531,0.221,-0.0772
7593,0.291,0.709,0,-0.5719
7594,0.152,0.798,0.049,-0.5719
7595,0,1,0,0
7596,0.172,0.828,0,-0.4019
7596,0,0.417,0.583,0.6369
7596,0.23,0.77,0,-0.3384
7597,0,1,0,0
7597,0.144,0.856,0,-0.4019
7598,0,1,0,0
7599,0,1,0,0
7600,0,1,0,0
7601,0.152,0.798,0.049,-0.5719
7602,0.152,0.798,0.049,-0.5719
7603,0.307,0.693,0,-0.7437
7603,0,1,0,0
7603,0.688,0.313,0,-0.296
7604,0,1,0,0
7604,0.144,0.856,0,-0.4019
7605,0,1,0,0
7606,0,1,0,0
7606,0.423,0.577,0,-0.296
7607,0,1,0,0
7608,0.203,0.545,0.252,0
7608,0,1,0,0
7609,0.152,0.798,0.049,-0.5719
7610,0.152,0.798,0.049,-0.5719
7611,0,1,0,0
7612,0.095,0.905,0,-0.3412
7613,0,1,0,0
7613,0.426,0.574,0,-0.6369
7614,0,1,0,0
7615,0,0.743,0.257,0.6369
7615,0,1,0,0
7616,0,0.789,0.211,0.7506
7617,0.087,0.913,0,-0.296
7618,0.095,0.905,0,-0.3412
7619,0.257,0.495,0.248,-0.0516
7620,0,1,0,0
7620,0.426,0.574,0,-0.6369
7621,0.179,0.821,0,-0.4449
7621,0.348,0.652,0,-0.1531
7622,0.208,0.542,0.25,0.1601
7622,0,0.838,0.162,0.4019
7622,0,1,0,0
7623,0,1,0,0
7624,0,1,0,0
7624,0.333,0.667,0,-0.6124
7625,0,1,0,0
7626,0,1,0,0
7627,0,0.888,0.112,0.34
7628,0.22,0.78,0,-0.4767
7628,0,1,0,0
7629,0,1,0,0
7630,0,1,0,0
7630,0.184,0.816,0,-0.3089
7631,0.152,0.798,0.049,-0.5719
7632,0,0.86,0.14,0.0772
7632,0,0.724,0.276,0.6369
7633,0.157,0.843,0,-0.3818
7634,0.225,0.775,0,-0.8047
7635,0,1,0,0
7636,0.157,0.843,0,-0.3818
7637,0.283,0.61,0.107,-0.5374
7637,0,0,0,0
7638,0.095,0.905,0,-0.3412
7639,0.152,0.798,0.049,-0.5719
7640,0.157,0.843,0,-0.3818
7641,0,0.765,0.235,0.4588
7641,0,0.254,0.746,0.4466
7642,0,1,0,0
7642,0.318,0.682,0,-0.3252
7643,0,0.827,0.173,0.5859
7643,0,1,0,0
7644,0.157,0.843,0,-0.3818
7645,0,0.789,0.211,0.7506
7646,0,1,0,0
7646,0.205,0.571,0.224,0.0422
7647,0.157,0.843,0,-0.3818
7648,0.411,0.589,0,-0.7408
7648,0,1,0,0
7649,0,1,0,0
7650,0,1,0,0
7651,0.157,0.843,0,-0.3818
7652,0.157,0.843,0,-0.3818
7653,0,1,0,0
7654,0,1,0,0
7655,0.157,0.843,0,-0.3818
7656,0.138,0.575,0.287,0.4404
7657,0,1,0,0
7657,0.151,0.849,0,-0.3595
7658,0.045,0.803,0.152,0.5463
7659,0.256,0.744,0,-0.4767
7659,0,1,0,0
7660,0.149,0.766,0.085,-0.308
7660,0,1,0,0
7661,0.152,0.798,0.049,-0.5719
7662,0.157,0.843,0,-0.3818
7663,0.095,0.905,0,-0.3412
7664,1,0,0,-0.296
7664,0,1,0,0
7664,1,0,0,-0.5983
7664,0,0.488,0.512,0.2732
7665,0,1,0,0
7666,0.152,0.798,0.049,-0.5719
7667,0.157,0.843,0,-0.3818
7668,0.152,0.798,0.049,-0.5719
7669,0,1,0,0
7670,0.152,0.798,0.049,-0.5719
7671,0,1,0,0
7672,0,1,0,0
7673,0,1,0,0
7674,0.152,0.798,0.049,-0.5719
7675,0,1,0,0
7676,0.152,0.798,0.049,-0.5719
7677,0.152,0.798,0.049,-0.5719
7678,0.095,0.905,0,-0.3412
7679,0,1,0,0
7680,0.156,0.844,0,-0.3412
7681,0,0.803,0.197,0.4019
7681,0,0.196,0.804,0.6239
7681,0,1,0,0
7682,0,1,0,0
7683,0.342,0.658,0,-0.3818
7683,0,0.256,0.744,0.4404
7683,0.266,0.734,0,-0.6908
7684,0.446,0.554,0,-0.9018
7684,0,1,0,0
7685,0,1,0,0
7686,0,1,0,0
7686,0.364,0.413,0.223,-0.4019
7686,0.595,0.405,0,-0.6597
7687,0,1,0,0
7688,0,1,0,0
7688,0.333,0.667,0,-0.6124
7689,0.18,0.82,0,-0.4717
7690,0.139,0.861,0,-0.4983
7691,0.289,0.711,0,-0.7845
7692,0,1,0,0
7693,0,1,0,0
7694,0.212,0.788,0,-0.7351
7695,0,1,0,0
7696,0,1,0,0
7697,0,1,0,0
7698,0,1,0,0
7699,0.081,0.83,0.089,0.0401
7700,0.149,0.766,0.085,-0.308
7700,0,1,0,0
7701,0,0.776,0.224,0.6696
7702,0,1,0,0
7703,0.084,0.809,0.107,0.1148
7703,0,1,0,0
7704,0.156,0.844,0,-0.3412
7705,0,1,0,0
7706,0,1,0,0
7707,0,1,0,0
7708,0,1,0,0
7709,0,0.238,0.762,0.75
7709,0,0.642,0.358,0.4199
7709,0.172,0.828,0,-0.4003
7710,0,1,0,0
7711,0,1,0,0
7712,0.088,0.803,0.108,0.128
7713,0,1,0,0
7714,0,0.361,0.639,0.5473
7714,0,0.828,0.172,0.3612
7714,0,1,0,0
7715,0,0.839,0.161,0.3612
7715,0,1,0,0
7716,0,1,0,0
7717,0.135,0.755,0.11,-0.1591
7718,0,1,0,0
7719,0.228,0.631,0.141,-0.2023
7719,0,1,0,0
7720,0.156,0.844,0,-0.3412
7721,0.161,0.839,0,-0.3988
7722,0.156,0.653,0.191,0.1779
7722,0.353,0.458,0.19,-0.3612
7723,0,1,0,0
7724,0,1,0,0
7725,0.158,0.505,0.337,0.743
7726,0,1,0,0
7727,0,0.775,0.225,0.7003
7728,0,0.579,0.421,0.6249
7728,0,1,0,0
7728,0,0.568,0.432,0.5859
7729,0,0.769,0.231,0.4019
7730,0,1,0,0
7731,0,0.888,0.112,0.34
7732,0.152,0.798,0.049,-0.5719
7733,0.152,0.798,0.049,-0.5719
7734,0.307,0.693,0,-0.7437
7734,0,1,0,0
7734,0.688,0.313,0,-0.296
7735,0.12,0.88,0,-0.1281
7735,0.615,0.385,0,-0.4927
7736,0,0.851,0.149,0.2732
7736,0,1,0,0
7737,0,0.656,0.344,0.4939
7738,0.156,0.844,0,-0.3412
7739,0.156,0.844,0,-0.3412
7740,0,0.869,0.131,0.3089
7740,0,1,0,0
7741,0,1,0,0
7741,0,0.784,0.216,0.5106
7742,0,1,0,0
7742,0.333,0.667,0,-0.6124
7743,0.206,0.794,0,-0.3818
7743,0,1,0,0
7744,0.152,0.798,0.049,-0.5719
7745,0,1,0,0
7746,0.12,0.88,0,-0.4588
7747,0.152,0.798,0.049,-0.5719
7748,0,0.545,0.455,0.3612
7748,0,1,0,0
7749,0,1,0,0
7750,0.149,0.851,0,-0.0572
7751,0.152,0.798,0.049,-0.5719
7752,0,1,0,0
7753,0,1,0,0
7754,0,1,0,0
7754,0.423,0.577,0,-0.296
7755,0,1,0,0
7756,0.156,0.844,0,-0.3412
7757,0,1,0,0
7758,0,0,0,0
7758,0,1,0,0
7759,0,1,0,0
7760,0,1,0,0
7760,0.184,0.816,0,-0.3089
7761,0,0.853,0.147,0.3802
7761,0.565,0.435,0,-0.7579
7762,0,1,0,0
7763,0,1,0,0
7764,0.152,0.798,0.049,-0.5719
7765,0,0.888,0.112,0.34
7766,0,1,0,0
7767,0.152,0.798,0.049,-0.5719
7768,0,0.875,0.125,0.431
7769,0,0.722,0.278,0.4019
7770,0,1,0,0
7770,0.426,0.574,0,-0.6369
7771,0,1,0,0
7771,0.184,0.816,0,-0.3089
7772,0,1,0,0
7773,0,1,0,0
7774,0,1,0,0
7775,0.156,0.844,0,-0.3412
7776,0,1,0,0
7777,0,0.875,0.125,0.431
7778,0.152,0.798,0.049,-0.5719
7779,0,0.888,0.112,0.34
7780,0,1,0,0
7780,0.13,0.87,0,-0.0516
7781,0.156,0.844,0,-0.3412
7782,0,0.779,0.221,0.6597
7783,0.125,0.769,0.106,-0.128
7784,0,1,0,0
7784,0.086,0.914,0,-0.0572
7785,0,0.814,0.186,0.5319
7785,0,1,0,0
7786,0.095,0.905,0,-0.2263
7786,0,1,0,0
7787,0,0.875,0.125,0.431
7788,0,0.543,0.457,0.6369
7788,0.378,0.427,0.195,-0.4588
7788,0.565,0.435,0,-0.3818
7789,0,0.725,0.275,0.4648
7789,0,0.526,0.474,0.4019
7789,0,1,0,0
7790,0.12,0.88,0,-0.4588
7791,0,0.834,0.166,0.3802
7791,0.419,0.581,0,-0.7579
7792,0.114,0.886,0,-0.4767
7793,0,1,0,0
7794,0.152,0.798,0.049,-0.5719
7795,0,1,0,0
7796,0.106,0.894,0,-0.2263
7796,0,1,0,0
7797,0.152,0.798,0.049,-0.5719
7798,0.156,0.844,0,-0.3412
7799,0.179,0.821,0,-0.3412
7799,0,1,0,0
7800,0.152,0.798,0.049,-0.5719
7801,0,0.896,0.104,0.2732
7802,0,0.875,0.125,0.431
7803,0,1,0,0
7804,0,1,0,0
7805,0,1,0,0
7806,0,1,0,0
7807,0,1,0,0
7807,0.205,0.571,0.224,0.0422
7808,0,1,0,0
7809,0.49,0.51,0,-0.8271
7809,0,0.686,0.314,0.6159
7810,0,0.543,0.457,0.6369
7810,0.378,0.427,0.195,-0.4588
7810,0.565,0.435,0,-0.3818
7811,0.156,0.844,0,-0.3412
7812,0.121,0.772,0.107,-0.1027
7812,0,0.313,0.688,0.296
7813,0.152,0.798,0.049,-0.5719
7814,0.152,0.798,0.049,-0.5719
7815,0,1,0,0
7816,0.196,0.804,0,-0.296
7816,0,1,0,0
7817,0.121,0.772,0.107,-0.1027
7817,0,0.313,0.688,0.296
7818,0,1,0,0
7819,0,1,0,0
7819,0,0.764,0.236,0.5719
7820,0,1,0,0
7820,0.205,0.571,0.224,0.0422
7821,0.152,0.798,0.049,-0.5719
7822,0,1,0,0
7822,0.426,0.574,0,-0.6369
7823,0,0.888,0.112,0.34
7824,0.152,0.798,0.049,-0.5719
7825,0,0.888,0.112,0.34
7826,0,1,0,0
7827,0.459,0.541,0,-0.5267
7827,0.108,0.892,0,-0.2617
7827,0,1,0,0
7828,0,1,0,0
7829,0.152,0.798,0.049,-0.5719
7830,0.152,0.798,0.049,-0.5719
7831,0.152,0.798,0.049,-0.5719
7832,0,0.884,0.116,0.2732
7833,0,1,0,0
7834,0,0.888,0.112,0.34
7835,0,0.888,0.112,0.34
7836,0.137,0.687,0.175,0.0258
7837,0,0.888,0.112,0.34
7838,0.292,0.59,0.118,-0.5574
7839,0,1,0,0
7840,0,1,0,0
7841,0.086,0.721,0.193,0.5738
7842,0.198,0.588,0.214,0.079
7842,0,0.7,0.3,0.5927
7843,0,1,0,0
7843,0.434,0.566,0,-0.4717
7844,0,0.903,0.097,0.4019
7845,0,1,0,0
7846,0,1,0,0
7846,0.426,0.574,0,-0.6369
7847,0,0.888,0.112,0.34
7848,0,1,0,0
7849,0,0.903,0.097,0.4019
7850,0,1,0,0
7850,0.459,0.541,0,-0.1779
7851,0,0.888,0.112,0.34
7852,0,1,0,0
7852,0.184,0.816,0,-0.3089
7853,0,0.543,0.457,0.6369
7853,0.378,0.427,0.195,-0.4588
7853,0.565,0.435,0,-0.3818
7854,0,1,0,0
7855,0,0.888,0.112,0.34
7856,0,0.888,0.112,0.34
7857,0,1,0,0
7858,0,1,0,0
7859,0.116,0.658,0.226,0.3641
7860,0,1,0,0
7860,0.241,0.759,0,-0.5423
7861,0.156,0.844,0,-0.3412
7862,0,1,0,0
7862,0.184,0.816,0,-0.3089
7863,0,1,0,0
7863,0.262,0.738,0,-0.4939
7864,0.073,0.777,0.15,0.3134
7864,0,0.722,0.278,0.4019
7864,0,0.484,0.516,0.4939
7865,0.307,0.693,0,-0.7437
7865,0,1,0,0
7865,0.688,0.313,0,-0.296
7866,0.04,0.767,0.193,0.6808
7867,0,1,0,0
7868,0,1,0,0
7869,0.083,0.917,0,-0.2924
7870,0,1,0,0
7871,0,0.888,0.112,0.34
7872,0.11,0.564,0.327,0.7441
7873,0,1,0,0
7874,0.156,0.844,0,-0.3412
7875,0.179,0.821,0,-0.3412
7876,0,1,0,0
7877,0,1,0,0
7878,0,1,0,0
7879,0,1,0,0
7879,0.379,0.621,0,-0.7088
7879,0.216,0.617,0.167,-0.2015
7880,0,1,0,0
7881,0,1,0,0
7882,0,1,0,0
7883,0.206,0.794,0,-0.3818
7883,0,1,0,0
7884,0.689,0.311,0,-0.9022
7884,0,0.84,0.16,0.2263
7884,0,1,0,0
7885,0.234,0.584,0.182,-0.1779
7885,0,1,0,0
7886,0,1,0,0
7887,0,1,0,0
7887,0.333,0.667,0,-0.6124
7888,0,1,0,0
7889,0,1,0,0
7890,0,1,0,0
7891,0,0,0,0
7891,0.313,0.687,0,-0.6249
7891,0,1,0,0
7892,0,1,0,0
7892,0.426,0.574,0,-0.6369
7893,0,1,0,0
7894,0,1,0,0
7894,0.423,0.577,0,-0.296
7895,0.189,0.811,0,-0.5423
7896,0,1,0,0
7897,0.161,0.839,0,-0.3988
7898,0.081,0.919,0,-0.296
7899,0,0.808,0.192,0.5859
7899,0,1,0,0
7900,0,1,0,0
7901,0.251,0.645,0.103,-0.5337
7901,0,1,0,0
7902,0.183,0.817,0,-0.3988
7903,0,1,0,0
7904,0.073,0.777,0.15,0.3134
7904,0,0.722,0.278,0.4019
7904,0,0.484,0.516,0.4939
7905,0,1,0,0
7906,0,0.874,0.126,0.0772
7906,0.172,0.828,0,-0.4404
7906,0,1,0,0
7907,0.083,0.747,0.17,0.3134
7907,0,0.722,0.278,0.4019
7907,0,0.556,0.444,0.4939
7908,0,1,0,0
7909,0,1,0,0
7910,0,1,0,0
7911,0,0.888,0.112,0.34
7912,0,1,0,0
7912,0.241,0.759,0,-0.5423
7913,0,0.714,0.286,0.1531
7913,0.179,0.821,0,-0.34
7913,0,0.377,0.623,0.5106
7913,0,1,0,0
7914,0,1,0,0
7915,0.251,0.645,0.103,-0.5337
7915,0,1,0,0
7916,0,0.714,0.286,0.1531
7916,0.179,0.821,0,-0.34
7916,0,0.377,0.623,0.5106
7916,0,1,0,0
7917,0,1,0,0
7918,0.2,0.8,0,-0.5423
7918,0.294,0.706,0,-0.3612
7918,0,1,0,0
7919,0,1,0,0
7920,0.425,0.575,0,-0.5707
7920,0,0.827,0.173,0.3182
7921,0,1,0,0
7922,0.098,0.902,0,-0.34
7923,0,0.213,0.787,0.7506
7923,0.278,0.722,0,-0.4023
7923,0,1,0,0
7924,0.232,0.669,0.098,-0.5267
7924,0.492,0.508,0,-0.4404
7925,0,1,0,0
7925,0,0.806,0.194,0.6249
7926,0.081,0.845,0.074,-0.0516
7927,0,1,0,0
7928,0,1,0,0
7929,0,1,0,0
7930,0,1,0,0
7930,0.423,0.577,0,-0.296
7931,0,0.897,0.103,0.3182
7932,0,1,0,0
7932,0,0.597,0.403,0.6597
7933,0,1,0,0
7934,0,1,0,0
7935,0.251,0.645,0.103,-0.5337
7935,0,1,0,0
7936,0,1,0,0
7936,0,0.738,0.262,0.4927
7937,0.109,0.891,0,-0.4466
7938,0,0.7,0.3,0.6932
7938,0.593,0.407,0,-0.807
7938,0,1,0,0
7939,0,1,0,0
7940,0.18,0.82,0,-0.3875
7940,0.189,0.811,0,-0.1027
7941,0.305,0.695,0,-0.4717
7941,0.259,0.741,0,-0.5423
7942,0.148,0.719,0.133,-0.106
7942,0,1,0,0
7942,0,0,0,0
7943,0.251,0.645,0.103,-0.5337
7943,0,1,0,0
7944,0,1,0,0
7945,0.198,0.614,0.188,-0.0772
7946,0.109,0.747,0.144,0.1818
7946,0,1,0,0
7947,0.307,0.693,0,-0.7437
7947,0,1,0,0
7947,0.688,0.313,0,-0.296
7948,0,0.787,0.213,0.4019
7949,0,1,0,0
7950,0.207,0.793,0,-0.5656
7950,0,1,0,0
7951,0,1,0,0
7952,0,1,0,0
7953,0.2,0.8,0,-0.5423
7953,0.294,0.706,0,-0.3612
7953,0,1,0,0
7954,0,0.714,0.286,0.1531
7954,0.179,0.821,0,-0.34
7954,0,0.377,0.623,0.5106
7954,0,1,0,0
7955,0.099,0.742,0.159,0.1814
7956,0.119,0.881,0,-0.3182
7956,0,1,0,0
7957,0,1,0,0
7957,0.144,0.856,0,-0.4019
7958,0,0.769,0.231,0.4939
7959,0,1,0,0
7960,0.2,0.8,0,-0.5423
7960,0.294,0.706,0,-0.3612
7960,0,1,0,0
7961,0,1,0,0
7961,0.426,0.574,0,-0.6369
7962,0,0.851,0.149,0.2732
7963,0,0.884,0.116,0.4404
7964,0,1,0,0
7965,0.307,0.693,0,-0.7437
7965,0,1,0,0
7965,0.688,0.313,0,-0.296
7966,0,0.888,0.112,0.34
7967,0.122,0.878,0,-0.4442
7967,0,1,0,0
7968,0,1,0,0
7969,0,1,0,0
7970,0.103,0.732,0.165,0.1814
7971,0,1,0,0
7971,0.184,0.816,0,-0.3089
7972,0.307,0.693,0,-0.7437
7972,0,1,0,0
7972,0.688,0.313,0,-0.296
7973,0,0.874,0.126,0.0772
7973,0.172,0.828,0,-0.4404
7973,0,1,0,0
7974,0.307,0.693,0,-0.7437
7974,0,1,0,0
7974,0.688,0.313,0,-0.296
7975,0.307,0.693,0,-0.7437
7975,0,1,0,0
7975,0.688,0.313,0,-0.296
7976,0.12,0.88,0,-0.4588
7977,0,0.843,0.157,0.0772
7977,0.172,0.828,0,-0.4404
7977,0,1,0,0
7978,0,1,0,0
7979,0,1,0,0
7980,0.275,0.55,0.175,-0.4588
7980,0.341,0.659,0,-0.561
7981,0,1,0,0
7982,0,1,0,0
7982,0.426,0.574,0,-0.6369
7983,0.307,0.693,0,-0.7437
7983,0,1,0,0
7983,0.688,0.313,0,-0.296
7984,0.251,0.645,0.103,-0.5337
7984,0,1,0,0
7985,0,0.783,0.217,0.3612
7985,0,1,0,0
7986,0,1,0,0
7986,0.426,0.574,0,-0.6369
7987,0.131,0.869,0,-0.3412
7988,0,1,0,0
7989,0,1,0,0
7990,0.251,0.645,0.103,-0.5337
7990,0,1,0,0
7991,0,1,0,0
7991,0.426,0.574,0,-0.6369
7992,0,1,0,0
7993,0.168,0.629,0.203,0.128
7993,0.444,0.556,0,-0.4577
7994,0,0.926,0.074,0.25
7995,0,1,0,0
7995,0.184,0.816,0,-0.3089
7996,0,1,0,0
7997,0,0.926,0.074,0.25
7998,0,1,0,0
7998,0.184,0.816,0,-0.3089
7999,0.347,0.653,0,-0.7437
7999,0,1,0,0
7999,0.725,0.275,0,-0.6458
7999,0,0,0,0
8000,0,1,0,0
8001,0,0.831,0.169,0.5023
8002,0,1,0,0
8003,0,1,0,0
8004,0,1,0,0
8005,0.2,0.8,0,-0.6114
8006,0,1,0,0
8007,0,0.888,0.112,0.34
8008,0.217,0.783,0,-0.6114
8009,0,0.888,0.112,0.34
8010,0,0.888,0.112,0.34
8011,0.081,0.812,0.107,-0.0772
8012,0,1,0,0
8013,0.12,0.88,0,-0.4588
8014,0,0.811,0.189,0.4926
8015,0.12,0.88,0,-0.4588
8016,0,0.654,0.346,0.5719
8016,0,1,0,0
8017,0,1,0,0
8017,0.426,0.574,0,-0.6369
8018,0,1,0,0
8018,0.184,0.816,0,-0.3089
8019,0.2,0.8,0,-0.5423
8019,0.294,0.706,0,-0.3612
8019,0,1,0,0
8020,0.157,0.59,0.253,0.3489
8021,0,0,0,0
8021,0,1,0,0
8021,0.426,0.574,0,-0.6369
8022,0,0.866,0.134,0.3716
8023,0,1,0,0
8023,0.333,0.667,0,-0.6124
8024,0.2,0.8,0,-0.5423
8024,0.294,0.706,0,-0.3612
8024,0,1,0,0
8025,0.2,0.612,0.187,-0.0941
8025,0,1,0,0
8026,0,1,0,0
8027,0.277,0.524,0.199,-0.128
8027,0,1,0,0
8028,0,1,0,0
8028,0,0.465,0.535,0.3182
8029,0,1,0,0
8030,0,1,0,0
8030,0.333,0.667,0,-0.6124
8031,0,0.678,0.322,0.5859
8031,0,1,0,0
8032,0.122,0.775,0.103,-0.128
8033,0.418,0.392,0.19,-0.5423
8033,0,1,0,0
8034,0.138,0.862,0,-0.3412
8035,0.148,0.852,0,-0.3818
8036,0,1,0,0
8037,0,1,0,0
8038,0,1,0,0
8039,0,0.323,0.677,0.2732
8039,0,1,0,0
8040,0,0.851,0.149,0.2732
8040,0,1,0,0
8041,0,0.888,0.112,0.34
8042,0,1,0,0
8043,0.081,0.812,0.107,-0.0772
8044,0.138,0.862,0,-0.3412
8045,0,1,0,0
8046,0,0.884,0.116,0.2411
8047,0,1,0,0
8048,0,1,0,0
8049,0,1,0,0
8050,0,1,0,0
8051,0.158,0.842,0,-0.3089
8052,0,1,0,0
8053,0.184,0.816,0,-0.4019
8053,0,1,0,0
8054,0,1,0,0
8054,0,0.816,0.184,0.1477
8055,0.138,0.862,0,-0.3412
8056,0,1,0,0
8057,0,1,0,0
8058,0,1,0,0
8059,0,1,0,0
8060,0.113,0.671,0.216,0.4404
8061,0.078,0.819,0.103,-0.0772
8062,0,0.874,0.126,0.4391
8062,0,1,0,0
8063,0,1,0,0
8063,0.333,0.667,0,-0.6124
8064,0,1,0,0
8065,0.12,0.88,0,-0.4588
8066,0.315,0.566,0.119,-0.5374
8066,0,0,0,0
8067,0,1,0,0
8067,0,0.659,0.341,0.8519
8068,0.492,0.508,0,-0.4404
8068,0,1,0,0
8068,0,0.678,0.322,0.5859
8069,0,0.862,0.138,0.4391
8069,0,1,0,0
8070,0,1,0,0
8071,0,1,0,0
8072,0,1,0,0
8073,0,1,0,0
8073,0,0.845,0.155,0.296
8074,0,1,0,0
8075,0,1,0,0
8076,0,1,0,0
8077,0,1,0,0
8078,0,1,0,0
8079,0,1,0,0
8080,0,1,0,0
8081,0,1,0,0
8082,0,1,0,0
8083,0,1,0,0
8084,0,0.87,0.13,0.2714
8084,0,1,0,0
8085,0.206,0.688,0.106,-0.4404
8085,0,1,0,0
8086,0,0.313,0.688,0.296
8086,0.205,0.795,0,-0.4767
8086,0,1,0,0
8087,0,1,0,0
8088,0,1,0,0
8089,0,1,0,0
8090,0,1,0,0
8091,0,1,0,0
8091,0.144,0.856,0,-0.4019
8092,0,0.804,0.196,0.296
8092,0,0.737,0.263,0.3612
8093,0,1,0,0
8094,0,1,0,0
8095,0,0.613,0.387,0.8941
8095,0,1,0,0
8096,0,1,0,0
8097,0.184,0.816,0,-0.4019
8097,0,1,0,0
8098,0,1,0,0
8099,0,0.833,0.167,0.5859
8100,0,1,0,0
8101,0,0.633,0.367,0.4404
8102,0,1,0,0
8103,0,1,0,0
8104,0,1,0,0
8105,0,1,0,0
8106,0.081,0.919,0,-0.296
8107,0.12,0.482,0.398,0.6808
8107,0,1,0,0
8108,0,1,0,0
8109,0,1,0,0
8110,0,0.9,0.1,0.2732
8110,0,1,0,0
8111,0,1,0,0
8112,0.045,0.803,0.152,0.5463
8113,0,1,0,0
8114,0.251,0.645,0.103,-0.5337
8114,0,1,0,0
8115,0,1,0,0
8116,0,1,0,0
8117,0.138,0.862,0,-0.3412
8118,0,1,0,0
8119,0,1,0,0
